PS,GeneID,gamete,S1,S2,S3,S4,S4.5,S5,matSP
1,dis_TRINITY_DN191_c1_g5,2.6141805,2.588096,1.515694,3.4448115,2.021511,2.321611,4.425110999999999,4.546189999999999
1,dis_TRINITY_DN19102_c0_g1,26.037524,56.765351,6.194131,28.8078035,44.270818,17.808364,15.964260500000002,1.4787379999999999
2,dis_TRINITY_DN19113_c0_g1,6.198191,10.733763,8.178781,8.1933845,8.169891,5.371192,7.9458590000000004,5.404211500000001
1,dis_TRINITY_DN1912_c0_g1,3.8102775,2.468431,2.970013,1.2601065,0.432701,0,0.426025,0.605442
8,dis_TRINITY_DN19122_c0_g1,21.8118785,16.730595,15.312321,17.636983,15.920044,14.027873,9.623761,18.8283525
1,dis_TRINITY_DN1913_c0_g2,3.2634000000000003,3.974773,20.403123,16.610845,23.779331,13.103269,19.9434685,2.7777814999999997
2,dis_TRINITY_DN1913_c0_g3,14.641721,21.104576,44.551601,15.062576,8.595407,6.792115,5.841111,6.6368705
8,dis_TRINITY_DN19141_c0_g1,44.819421,182.878856,138.935851,68.993731,57.892294,34.141998,47.1386225,47.986989
8,dis_TRINITY_DN19147_c0_g1,38.868132,63.490328,95.256933,86.13966,80.501649,91.633642,69.217536,77.8667235
8,dis_TRINITY_DN19148_c1_g1,0,0.284588,0,0,0,3.281206,10.385247,10.1793935
1,dis_TRINITY_DN1915_c0_g3,93.9131375,220.586862,439.939958,236.8999935,289.923605,189.968015,82.7181885,45.0935185
7,dis_TRINITY_DN19153_c0_g1,491.6799835,817.13639,626.871236,596.0103105000001,832.810065,505.522549,696.858048,527.895231
8,dis_TRINITY_DN19159_c0_g1,5.970835,14.837719,21.924884,10.978247,9.476052,9.226347,9.121676,5.8593779999999995
7,dis_TRINITY_DN19159_c0_g4,7.211004000000001,0.920268,0,0.3071395,3.073641,6.173801,0.1552645,0.6367885
1,dis_TRINITY_DN19166_c0_g1,11.706808500000001,12.309447,10.899629,11.5457715,11.010433,10.180744,8.566715,13.9258615
1,dis_TRINITY_DN19169_c0_g4,1.4081584999999999,2.009197,2.950781,14.668931,13.925126,15.412409,13.129855500000001,7.8338745
8,dis_TRINITY_DN19169_c0_g6,92.09654,82.338833,55.444669,44.599748500000004,40.932557,47.081569,28.233295,39.434967
1,dis_TRINITY_DN19170_c0_g1,11.0119285,38.953899,58.81648,24.3431435,26.791968,28.733006,22.4314865,17.860911
7,dis_TRINITY_DN19171_c0_g2,59.3177,435.151742,128.329738,843.9278704999999,219.554907,100.045382,123.4310685,118.87161549999999
8,dis_TRINITY_DN19176_c0_g1,183.12966749999998,280.706141,393.533387,525.4574295,657.263541,453.629194,271.8833275,186.046213
8,dis_TRINITY_DN19177_c0_g3,3.7666120000000003,7.236064,8.546274,10.107891500000001,7.686918,9.68947,7.379084,7.9450795
1,dis_TRINITY_DN19180_c0_g1,484.958968,621.123185,735.528839,694.5372434999999,777.367753,525.958446,491.4707325,333.04098899999997
1,dis_TRINITY_DN19182_c0_g2,370.173443,42.907536,38.719692,49.0613415,56.767158,60.947814,31.512718,48.481826
8,dis_TRINITY_DN19184_c0_g1,21.4779085,24.491614,25.107651,42.1147515,39.065462,20.432321,25.5900895,25.15497
1,dis_TRINITY_DN1919_c0_g1,154.0775735,43.386902,61.093168,77.5229255,75.467564,73.396829,76.455775,54.5766165
8,dis_TRINITY_DN19191_c0_g1,60.468821500000004,58.198995,37.793023,44.089637499999995,55.618232,47.878566,45.138278,68.330411
1,dis_TRINITY_DN19192_c0_g1,59.514887,27.967552,16.095222,10.885946,8.866938,6.566703,10.8601055,16.1356555
8,dis_TRINITY_DN19198_c0_g1,4.632523,22.428264,32.917133,26.4738035,23.093702,12.426152,16.7427895,13.370339
8,dis_TRINITY_DN19206_c0_g1,7.2093595,13.945488,22.540562,20.0563485,33.231928,39.415882,63.218799499999996,20.382264499999998
7,dis_TRINITY_DN19207_c0_g1,36.490610000000004,26.986875,16.425085,48.6326715,32.768873,20.960794,29.826028,41.807770500000004
1,dis_TRINITY_DN19209_c0_g2,21.288173999999998,24.795867,21.910431,14.79232,12.775438,11.73105,8.803302,7.3131924999999995
1,dis_TRINITY_DN1921_c0_g1,0.367004,0.2463,0.219368,6.2733740000000004,4.328302,4.458861,3.463426,11.226158999999999
8,dis_TRINITY_DN1921_c0_g2,19.869388,0,0,0,0,0,0,0
1,dis_TRINITY_DN19211_c0_g1,221.9788945,213.816242,39.919326,48.7646505,47.063026,47.219091,35.848847,41.818098000000006
1,dis_TRINITY_DN19212_c0_g1,6.3769979999999995,32.280676,40.881708,20.7736385,18.90602,16.237144,15.52092,17.5071055
1,dis_TRINITY_DN19213_c0_g2,101.632939,104.116758,165.2018,788.9927665,266.85327,217.245596,220.5096565,161.875865
2,dis_TRINITY_DN19216_c0_g1,21.5401985,25.6065,19.788646,34.371975,13.485952,9.593659,19.796917,11.579869
8,dis_TRINITY_DN1922_c0_g1,0.0856185,0.211445,0.090899,0.9608275,18.968055,15.274621,0.873712,0.6277455000000001
8,dis_TRINITY_DN1922_c0_g2,3.077355,4.545791,0.634645,0,0,0,0,0.13826850000000002
8,dis_TRINITY_DN19223_c0_g2,104.44230350000001,58.233986,101.92591,108.5417995,116.592936,88.762146,78.3505855,76.1186025
8,dis_TRINITY_DN19227_c0_g1,2.0371930000000003,4.64301,4.759301,10.6109645,8.148378,4.67682,6.8283065,5.133713500000001
1,dis_TRINITY_DN1923_c0_g2,11.078265,10.648399,12.439107,16.675126499999998,22.677931,18.459383,23.0916455,10.751774000000001
8,dis_TRINITY_DN19230_c0_g1,0.470742,0.807462,0.297274,3.2640035,1.496305,1.393356,1.354035,4.069008500000001
