PS,GeneID,gamete
8,dis_TRINITY_DN1137_c0_g1,61.580411
1,dis_TRINITY_DN11371_c0_g1,19.659848
8,dis_TRINITY_DN11373_c0_g1,41.303873
1,dis_TRINITY_DN11377_c0_g4,27.501302
1,dis_TRINITY_DN11379_c0_g2,8.962636
8,dis_TRINITY_DN11387_c0_g1,176.751241
1,dis_TRINITY_DN11389_c0_g1,17.878297
7,dis_TRINITY_DN1139_c0_g1,38.261732
8,dis_TRINITY_DN1139_c0_g4,65.752843
1,dis_TRINITY_DN11394_c0_g1,18.498389
6,dis_TRINITY_DN11394_c0_g2,2.819597
1,dis_TRINITY_DN11394_c0_g4,121.703265
8,dis_TRINITY_DN114_c0_g1,6.275947
2,dis_TRINITY_DN1140_c0_g1,63.403688
8,dis_TRINITY_DN11401_c0_g4,12.610837
4,dis_TRINITY_DN11407_c0_g1,15.602852
1,dis_TRINITY_DN11407_c0_g4,5.742269
7,dis_TRINITY_DN1141_c0_g1,160.654733
8,dis_TRINITY_DN1142_c0_g1,760.101795
1,dis_TRINITY_DN11424_c0_g1,3.948663
1,dis_TRINITY_DN1143_c0_g1,70.735697
7,dis_TRINITY_DN11430_c0_g1,89.574201
8,dis_TRINITY_DN11447_c0_g1,13.088462
7,dis_TRINITY_DN1145_c0_g2,2.900359
1,dis_TRINITY_DN1146_c1_g1,1.479428
1,dis_TRINITY_DN11462_c0_g2,14.141796
1,dis_TRINITY_DN1147_c0_g3,2.39909
1,dis_TRINITY_DN1147_c0_g6,0
2,dis_TRINITY_DN1147_c0_g7,23.531358
1,dis_TRINITY_DN11470_c0_g1,3.586154
2,dis_TRINITY_DN11473_c0_g1,969.559312
8,dis_TRINITY_DN1148_c0_g1,9.113817
8,dis_TRINITY_DN11483_c0_g2,4.774244
1,dis_TRINITY_DN11486_c0_g1,22.176701
8,dis_TRINITY_DN11492_c0_g2,7.725449
8,dis_TRINITY_DN11492_c0_g4,10.164599
1,dis_TRINITY_DN11493_c0_g2,5.508802
8,dis_TRINITY_DN11496_c0_g1,19.564496
8,dis_TRINITY_DN11497_c0_g1,59.423945
7,dis_TRINITY_DN11498_c0_g1,36.941986
8,dis_TRINITY_DN11499_c0_g1,19.949252
8,dis_TRINITY_DN11499_c0_g2,4.312612
1,dis_TRINITY_DN115_c0_g1,432.176092
1,dis_TRINITY_DN115_c0_g3,3.454147
7,dis_TRINITY_DN115_c0_g5,42.293479
1,dis_TRINITY_DN11500_c0_g1,0.299071
1,dis_TRINITY_DN11501_c0_g4,17.738826
8,dis_TRINITY_DN11502_c0_g1,215.288195
8,dis_TRINITY_DN11503_c1_g1,0.622553
7,dis_TRINITY_DN11506_c0_g1,9.138539
1,dis_TRINITY_DN11507_c0_g1,145.33485
8,dis_TRINITY_DN11508_c0_g2,0
7,dis_TRINITY_DN1151_c0_g2,19.038214
8,dis_TRINITY_DN1151_c0_g5,29.100129
8,dis_TRINITY_DN1151_c0_g6,45.089554
7,dis_TRINITY_DN11511_c0_g4,11.456272
1,dis_TRINITY_DN11513_c0_g1,4.22989
8,dis_TRINITY_DN11513_c0_g4,8.326679
8,dis_TRINITY_DN11514_c0_g1,29.10143
8,dis_TRINITY_DN11516_c0_g2,142.699303
2,dis_TRINITY_DN11516_c0_g3,170.825508
8,dis_TRINITY_DN11517_c0_g2,130.447096
8,dis_TRINITY_DN11519_c0_g1,107.322897
7,dis_TRINITY_DN11524_c0_g1,14.775755
1,dis_TRINITY_DN11525_c0_g1,8.059225
8,dis_TRINITY_DN11526_c0_g1,147.111612
2,dis_TRINITY_DN11528_c0_g1,23.348141
8,dis_TRINITY_DN11530_c0_g1,7.714093
8,dis_TRINITY_DN11536_c0_g1,0.871459
1,dis_TRINITY_DN11537_c0_g2,19.135997
8,dis_TRINITY_DN11537_c0_g4,4.788296
8,dis_TRINITY_DN11537_c0_g5,0.10053
2,dis_TRINITY_DN1154_c0_g1,15.545164
7,dis_TRINITY_DN11548_c0_g1,14.430602
7,dis_TRINITY_DN11548_c0_g2,0
8,dis_TRINITY_DN1155_c0_g2,82.920303
2,dis_TRINITY_DN11558_c0_g3,3.065619
1,dis_TRINITY_DN11559_c0_g1,41.370686
8,dis_TRINITY_DN1156_c0_g1,14.550553
1,dis_TRINITY_DN11561_c0_g1,60.498023
8,dis_TRINITY_DN11564_c0_g1,53.396147
7,dis_TRINITY_DN11567_c0_g1,6.351916
1,dis_TRINITY_DN1157_c0_g1,1673.101771
2,dis_TRINITY_DN11571_c0_g1,171.693317
8,dis_TRINITY_DN11571_c0_g2,18.169067
7,dis_TRINITY_DN11575_c1_g3,2.666775
7,dis_TRINITY_DN11577_c1_g1,73.596905
8,dis_TRINITY_DN11579_c1_g3,1.087002
8,dis_TRINITY_DN11580_c0_g1,8.880246
7,dis_TRINITY_DN11582_c0_g1,2.070412
8,dis_TRINITY_DN11583_c0_g2,4.132587
8,dis_TRINITY_DN11584_c0_g1,42.256348
8,dis_TRINITY_DN11590_c0_g1,716.250096
7,dis_TRINITY_DN11591_c0_g1,32.504276
1,dis_TRINITY_DN11596_c1_g1,438.563841
1,dis_TRINITY_DN11598_c0_g1,0
1,dis_TRINITY_DN11598_c0_g2,10.481972
8,dis_TRINITY_DN11598_c0_g3,5.476964
8,dis_TRINITY_DN11598_c0_g5,9.099972
8,dis_TRINITY_DN11598_c0_g7,12.459541
1,dis_TRINITY_DN116_c0_g1,21.828528
8,dis_TRINITY_DN1160_c0_g1,3.547766
8,dis_TRINITY_DN11601_c0_g2,9.959863
5,dis_TRINITY_DN11603_c0_g1,8.270973
8,dis_TRINITY_DN11610_c0_g1,46.840885
8,dis_TRINITY_DN11611_c0_g4,4.831559
2,dis_TRINITY_DN11618_c1_g1,5.448019
7,dis_TRINITY_DN11619_c0_g1,9.354296
1,dis_TRINITY_DN11619_c0_g4,354.358527
8,dis_TRINITY_DN11619_c0_g7,3.762386
8,dis_TRINITY_DN11620_c0_g1,16.366311
1,dis_TRINITY_DN11625_c0_g2,3.725707
7,dis_TRINITY_DN11625_c0_g3,18.964756
8,dis_TRINITY_DN11629_c0_g1,29.336579
8,dis_TRINITY_DN11632_c0_g1,7.963124
2,dis_TRINITY_DN11637_c0_g1,4.697705
8,dis_TRINITY_DN11637_c0_g2,0.311632
8,dis_TRINITY_DN1164_c0_g1,5.749104
8,dis_TRINITY_DN11647_c0_g3,70.526178
2,dis_TRINITY_DN11663_c0_g1,25.487218
2,dis_TRINITY_DN11666_c0_g3,56.747313
8,dis_TRINITY_DN11666_c0_g4,10.645572
7,dis_TRINITY_DN11669_c0_g2,13.164774
8,dis_TRINITY_DN1167_c0_g1,7.476305
1,dis_TRINITY_DN1167_c0_g3,120.109524
8,dis_TRINITY_DN1167_c0_g8,2.158174
1,dis_TRINITY_DN11671_c0_g1,10.016212
7,dis_TRINITY_DN11672_c0_g1,8.679246
7,dis_TRINITY_DN11674_c0_g1,3.54625
8,dis_TRINITY_DN11676_c0_g1,9.292149
1,dis_TRINITY_DN11681_c0_g1,0
1,dis_TRINITY_DN11691_c0_g1,7.458349
1,dis_TRINITY_DN11697_c0_g1,8.835599
8,dis_TRINITY_DN117_c0_g1,35.188993
1,dis_TRINITY_DN11700_c0_g1,18.06158
1,dis_TRINITY_DN11708_c0_g1,4.047517
