PS,GeneID,gamete
1,dis_TRINITY_DN10517_c0_g1,0.8104055776437804
2,dis_TRINITY_DN10518_c0_g1,1.9300691830249403
8,dis_TRINITY_DN10518_c0_g6,1.3880588174130077
1,dis_TRINITY_DN10523_c0_g6,2.867116798215328
2,dis_TRINITY_DN10527_c0_g1,5.657841036658194
2,dis_TRINITY_DN10531_c0_g1,1.9941269223629916
1,dis_TRINITY_DN10537_c0_g1,5.1544433516628265
8,dis_TRINITY_DN10538_c0_g1,1.1253049618690665
1,dis_TRINITY_DN1054_c0_g1,3.244757851531503
1,dis_TRINITY_DN10542_c0_g1,-1.682336891135935
1,dis_TRINITY_DN10548_c0_g1,3.6209194337452892
8,dis_TRINITY_DN10555_c0_g1,2.6588847154520225
4,dis_TRINITY_DN10558_c0_g2,7.01697421975417
8,dis_TRINITY_DN1056_c0_g1,7.211674184575881
8,dis_TRINITY_DN1057_c0_g1,5.123795009483846
8,dis_TRINITY_DN10573_c2_g5,3.2070737968841203
1,dis_TRINITY_DN10574_c0_g2,5.022368419070832
8,dis_TRINITY_DN1058_c0_g1,3.264117161188151
1,dis_TRINITY_DN10594_c0_g1,4.802699888962049
8,dis_TRINITY_DN106_c0_g2,2.999090900464526
4,dis_TRINITY_DN106_c0_g3,0.8941471074484117
7,dis_TRINITY_DN10601_c0_g4,6.404990266552279
4,dis_TRINITY_DN10604_c0_g1,2.9303957216560907
7,dis_TRINITY_DN10605_c0_g1,4.878941905857211
1,dis_TRINITY_DN10610_c0_g1,5.031788039431087
2,dis_TRINITY_DN10610_c0_g2,3.170947896634055
1,dis_TRINITY_DN1062_c0_g2,4.2854423151921255
6,dis_TRINITY_DN1063_c0_g1,3.129226605634244
1,dis_TRINITY_DN10632_c0_g1,4.843420621972124
8,dis_TRINITY_DN10643_c0_g1,3.884272018155508
6,dis_TRINITY_DN10647_c0_g1,2.166373333341715
2,dis_TRINITY_DN10658_c0_g2,4.361220283606681
1,dis_TRINITY_DN1066_c0_g4,6.928083507989186
8,dis_TRINITY_DN10687_c1_g3,3.0723377293029337
2,dis_TRINITY_DN10697_c0_g1,4.5656854998077785
8,dis_TRINITY_DN1070_c0_g8,2.694263832817997
7,dis_TRINITY_DN10700_c0_g1,0.8119776542239763
2,dis_TRINITY_DN1071_c0_g1,3.9832122010507844
8,dis_TRINITY_DN10713_c0_g1,4.159095223801335
7,dis_TRINITY_DN1073_c0_g3,3.687433351748139
1,dis_TRINITY_DN1073_c0_g4,4.970603255918147
7,dis_TRINITY_DN1074_c0_g1,6.1464312796092955
8,dis_TRINITY_DN10746_c0_g2,1.129662534057002
8,dis_TRINITY_DN1075_c0_g1,6.901865881303271
8,dis_TRINITY_DN10759_c0_g1,2.2206977947242885
2,dis_TRINITY_DN1076_c0_g1,3.8506582932358757
7,dis_TRINITY_DN1077_c0_g1,1.6762736553108892
7,dis_TRINITY_DN1078_c0_g1,5.771389626624547
2,dis_TRINITY_DN10784_c0_g2,1.606911727615774
1,dis_TRINITY_DN10788_c0_g2,1.7861490398816406
1,dis_TRINITY_DN10789_c0_g3,5.564869500966192
1,dis_TRINITY_DN1079_c0_g1,3.4124566169153137
5,dis_TRINITY_DN10797_c0_g1,1.5730352078999819
1,dis_TRINITY_DN10798_c0_g1,-1.6494069602454402
1,dis_TRINITY_DN1080_c1_g1,4.134577883101069
1,dis_TRINITY_DN10808_c0_g1,7.4544896067172255
1,dis_TRINITY_DN10809_c0_g1,4.264469057486599
7,dis_TRINITY_DN1081_c0_g1,3.7808693141329277
8,dis_TRINITY_DN1081_c4_g2,3.8272206220980234
1,dis_TRINITY_DN10814_c0_g1,8.904537189190831
8,dis_TRINITY_DN10818_c0_g1,7.0315872501050904
7,dis_TRINITY_DN1082_c1_g3,-1.5977658206773433
2,dis_TRINITY_DN10821_c0_g1,7.416586249801784
1,dis_TRINITY_DN10823_c0_g1,3.7827912636680634
7,dis_TRINITY_DN10826_c0_g1,1.9384237068633414
1,dis_TRINITY_DN10827_c0_g1,4.866980856113079
1,dis_TRINITY_DN10828_c0_g1,7.697515807617117
1,dis_TRINITY_DN10828_c0_g2,7.8577053028076085
7,dis_TRINITY_DN10829_c0_g1,4.945163843004835
1,dis_TRINITY_DN1083_c0_g1,1.1253034502071804
7,dis_TRINITY_DN10831_c0_g1,0.059342601689338595
