PS,GeneID,gamete,S1,S2,S3,S4,S5,matSP
8,ser_TRINITY_DN10125_c0_g1,2.313801519933155,3.1125296278920516,3.282834958379148,2.9630141980651246,2.586099870117756,2.46416230946889,1.5692809796941865
7,ser_TRINITY_DN10129_c0_g1,5.587426602046543,6.322073560962899,6.066010713929867,5.940447807696957,6.619059140055206,6.816095656666214,4.078228549519078
8,ser_TRINITY_DN10134_c0_g1,4.277542171380025,3.1101501781119016,2.8425712567986934,3.3965141684169398,3.3868759933776618,3.2763850124350293,2.541051551450565
7,ser_TRINITY_DN101352_c0_g1,3.2489732843571235,1.5488023830703146,-0.31371907917361064,-1.2641363845556532,-1.3032265017660902,-1.387130950163481,-0.818490998734747
8,ser_TRINITY_DN10138_c0_g1,3.3661619126191304,2.29542986913201,3.8572962316599417,5.73215049675032,5.809990318186697,5.337999917801266,4.611806962278539
8,ser_TRINITY_DN10138_c1_g1,3.284298426669895,2.784551783773436,3.446994175895145,5.080526404743701,4.317450284660652,3.6602642526038376,4.5712509521548155
1,ser_TRINITY_DN10138_c1_g2,3.7614300414091963,4.228931894469967,4.327201925609725,4.409115282846718,4.104785434615188,3.985451274597002,5.0140956069638
8,ser_TRINITY_DN10138_c1_g3,0.9757344352196913,1.9316893760391731,1.7655177364149879,3.1634108752913663,2.29860036370584,2.08692246239646,1.4793417557079103
1,ser_TRINITY_DN1014_c0_g1,1.3474687957242797,2.9758803844055213,2.5801185324870586,2.110800689299365,2.714241833140952,2.6249898430317735,3.0571067202196858
8,ser_TRINITY_DN101406_c0_g1,1.913669027653305,3.332416980703378,3.5537442963106645,3.091274098841479,2.765439612081718,2.902820185449471,3.179701761539329
1,ser_TRINITY_DN101406_c0_g2,2.092641451765537,2.6153451161922554,2.9206688047697877,2.050832003542453,2.3098493801089406,2.6608844527637303,2.253546902594424
8,ser_TRINITY_DN10143_c0_g1,1.4598214951261008,2.7951586232587817,2.6489680285089663,1.8772779394932642,1.5184740798933638,1.4104875414287894,1.1548353687896755
8,ser_TRINITY_DN10144_c0_g1,0.5871651082130753,1.652394884188298,1.2332469618704187,0.09103917859960842,1.4761846559392113,1.4775701811124642,0.12919408551518444
8,ser_TRINITY_DN101469_c0_g1,1.88755147129699,2.5337387332360835,3.846621182082531,3.5607628116493166,2.9543695697290397,2.7228326358584836,2.419353123880538
1,ser_TRINITY_DN101532_c0_g1,4.826004502540512,4.215662733103042,4.537669041787187,4.338945245664946,4.432904216079883,4.231084487270181,4.80705565875686
7,ser_TRINITY_DN10160_c0_g1,3.708288063040213,4.912082295194362,5.235796183816351,4.564239369628951,4.166444510297955,4.108091789536827,4.126355689108411
8,ser_TRINITY_DN10168_c0_g1,4.656202079935873,5.462965220652027,3.18088973283062,-0.08759173521414843,0.6512906533571201,-0.20449162789024689,1.8323676510604758
8,ser_TRINITY_DN10169_c0_g1,3.5343666881658242,3.2987343786558174,4.099909317060788,3.0609462704791657,2.6987575111616002,3.079575943581709,3.57064027207956
8,ser_TRINITY_DN10169_c0_g3,2.217159089210757,3.33828679049893,3.5967697251566104,3.1967472216059543,2.4717657121393253,3.3936738000605726,3.4384234344640756
7,ser_TRINITY_DN10169_c0_g6,3.9044391472309874,4.451944593554356,4.953041537362149,5.3291230525926405,4.9276540979179115,4.789160955434351,5.150254004557852
1,ser_TRINITY_DN10169_c2_g1,4.87937151859075,5.661543215918963,5.443436373985151,5.286053045593712,5.404917045105654,5.16984678182095,5.0082306579768465
7,ser_TRINITY_DN101719_c0_g1,4.712727131599911,5.6855166911579635,5.023463014043189,4.4365023319249834,5.021177176635498,5.128323827453163,4.725017088185128
1,ser_TRINITY_DN10174_c0_g1,2.793779059306959,2.973856301123971,2.148260999587735,2.0409124872606763,2.2022243345632364,2.100198366446799,4.915463430661681
7,ser_TRINITY_DN101743_c0_g1,1.1857296703579547,2.9700260080333396,2.4161375235698124,1.6960414571966052,1.4397764906785784,1.533882434068274,1.8816592300967736
1,ser_TRINITY_DN101750_c0_g2,0.8904602281270442,3.721196207009976,3.6869457117588955,2.4365175661532765,2.9215124425207626,3.2008366796061765,2.178642592230169
8,ser_TRINITY_DN1019_c0_g2,0.8056636627260619,5.620461536604354,5.662818835651641,3.0021878751677313,1.6424225966937267,1.2664265884405035,1.2849278560918118
8,ser_TRINITY_DN10190_c0_g1,3.1748406004625798,4.866304131986254,4.96675950955918,4.116105415416495,3.3368077274837504,3.498832304111699,3.745978531561592
8,ser_TRINITY_DN10191_c0_g1,4.354035555948262,1.9736154363417402,3.221733445087554,4.666407446621952,4.819238641038184,3.9452127685412495,4.786073709369709
7,ser_TRINITY_DN10196_c0_g1,2.4794625225804463,-1.6770491769922966,-1.8388056824221621,-1.6969234397377146,-1.7453627877452367,-1.8478677048509313,-1.3952231042850949
7,ser_TRINITY_DN1020_c0_g1,3.011493493362377,4.761114291328558,4.727099686569121,4.0132780381735085,3.5400584720223813,3.4449212691713234,3.082419347143012
8,ser_TRINITY_DN10201_c0_g1,1.3933814411248222,-1.9350414989760858,-2.093375918710718,-1.954495306110997,-2.0019098817332455,-2.1022462269500597,-1.6591776777986993
1,ser_TRINITY_DN1021_c0_g1,2.2793040307712555,3.386508599165389,3.019835442088342,2.809093239404787,2.689909051421793,2.751877878800759,2.796019595064048
7,ser_TRINITY_DN10212_c0_g1,6.9282386865266385,4.002959988876683,3.8488059817541678,4.648762093555237,4.901368534513346,5.298293003232693,5.816091782177647
1,ser_TRINITY_DN1022_c1_g1,2.61265049698164,4.645815419762388,3.4408545575552734,3.4411208935497304,3.6323347656369487,3.7660767153613453,4.202385061936118
8,ser_TRINITY_DN1022_c1_g2,0.5821759862573335,0.8382818339384664,-0.018862485238860027,-0.1347551725268928,-0.19326915686102494,-0.33789677656630934,-0.020337889980241504
1,ser_TRINITY_DN10222_c1_g1,2.502159223006385,1.4356748066454776,1.1609028629420333,3.475855195377677,4.22238686357948,3.726777728692487,4.738616650853637
8,ser_TRINITY_DN102228_c0_g3,6.16406211721791,6.039986697124036,6.595652908104823,6.315410167137966,5.528729591695706,6.032091603344925,5.375935414664294
1,ser_TRINITY_DN10233_c0_g1,5.628179112399856,7.829794673990157,7.854363651614052,7.951788000951967,7.922313790035915,7.974094136773277,8.102971792585002
1,ser_TRINITY_DN1024_c0_g2,1.2421316405452347,3.705195521198936,4.502183932917556,3.5102029621290267,3.1774359026598473,3.3298215301062606,2.25704478317163
8,ser_TRINITY_DN10244_c0_g2,3.6385615851976123,6.948477116816156,6.686834313629568,5.244133776958128,5.348033665972493,5.680603111727856,4.918364929758376
8,ser_TRINITY_DN10244_c0_g3,3.7817695131334026,3.3291500952830093,2.869778825933806,2.5041567550604653,2.4257737132189874,2.692014829138524,2.580955136419772
8,ser_TRINITY_DN10244_c7_g2,0.2664679777695257,0.27436553534270913,0.7840124449203875,1.201169240144345,0.7525512717948517,0.6211804913074441,2.0244389938542477
8,ser_TRINITY_DN10247_c0_g3,4.734952181331614,0.9981389230854503,1.4255496739945015,2.101126685629222,3.4193557599928868,2.5362197286215453,5.02679126306262
8,ser_TRINITY_DN10250_c0_g1,5.365024754988823,4.562534954483313,4.7417937607967415,4.413459202661687,4.7179541215120055,5.098824950580064,5.54963771993832
8,ser_TRINITY_DN102566_c0_g1,2.652709634039889,5.052494325606389,5.038668071088987,4.534489346731983,3.947403343988365,4.649431875430515,3.7899181688010186
8,ser_TRINITY_DN1026_c0_g1,3.520035180927515,2.176561593297686,1.60643984624408,2.346840089789766,2.699543859092549,2.489647372557693,3.0668817773657135
7,ser_TRINITY_DN10266_c0_g2,1.6728347976071292,4.525674604852343,3.886318449207954,2.8096571694358365,3.1304442493469957,2.578021615976711,4.501721260901885
8,ser_TRINITY_DN1027_c0_g1,2.101800161924287,5.403882553250641,5.075222895963061,5.118953224505725,5.332126574342253,5.46029040751802,3.488676404406604
1,ser_TRINITY_DN10270_c0_g2,2.6384822238519607,4.020576039307951,4.140842755126949,4.3235066577593875,3.4832301379720763,3.778234544409506,3.7067341662526276
7,ser_TRINITY_DN102704_c0_g1,5.9769657565027,5.949701148491484,5.3286326005971905,4.404512625691838,3.674353750091976,4.449083643164471,5.0161528831631035
8,ser_TRINITY_DN10272_c0_g1,1.520684355754778,1.593991349065948,1.9472433326582463,1.245541644840089,0.7953852400108964,0.711498896511475,0.8677027175243561
7,ser_TRINITY_DN102746_c0_g1,1.0810461345742721,4.174830096420123,4.565739133988288,2.8177259665811554,1.9101871687611436,2.5018190408270136,2.9945865085994647
8,ser_TRINITY_DN10277_c0_g1,5.211850613608277,4.535258112151476,4.676159118979072,3.8081691521056618,3.8094616702299082,4.103155213151391,4.096517276523679
7,ser_TRINITY_DN10283_c0_g1,4.318643520585024,5.13200591359027,2.5661464927650592,3.103380647025304,3.8855768645514273,4.3647973446966954,2.6351732092939013
8,ser_TRINITY_DN10288_c0_g2,3.2715912101762683,2.502362497877529,1.7167542440802277,0.6887189654170758,-0.9435325347900141,-0.16349390353268167,-0.5235240802124831
1,ser_TRINITY_DN10289_c0_g1,2.9285130064086697,3.7899067600538454,3.160046994570739,3.517692699837178,3.605471911082416,3.7622773417350084,3.460509681473539
7,ser_TRINITY_DN10292_c0_g1,1.4222215299980094,7.97442780710689,7.322595557040469,5.59182117486702,4.737979383471975,3.899499685521861,1.483229026386047
7,ser_TRINITY_DN10292_c0_g3,2.7306242839383508,4.681354193826608,4.323279796808696,5.329155886571374,4.732507752715513,4.7931523345626355,5.19064322799086
8,ser_TRINITY_DN10295_c0_g1,3.2377981544162955,3.706447961349679,5.72345574548952,5.37552740731579,4.2417347857317464,3.5016969540219467,3.244740364468772
1,ser_TRINITY_DN102983_c0_g1,2.880334301968553,-1.529806475986071,-1.7080702356524995,-1.5658611627558912,-1.6144120923263139,-1.7171531327351868,-1.2440567141542647
8,ser_TRINITY_DN103_c0_g2,8.882675777497898,7.69501417672126,6.9185703928644635,7.367971702252521,7.696005205763623,7.854467494858816,7.262261705308827
1,ser_TRINITY_DN10309_c0_g3,8.409959306204708,9.513730456808277,8.588162055303979,9.096313229937527,7.506120732644031,7.398834858556077,6.546849383982071
1,ser_TRINITY_DN1031_c0_g1,3.869609431144735,5.273924872288433,4.989910768758418,5.998439169188925,6.205164503440873,5.845589728484053,3.7802644961704974
8,ser_TRINITY_DN10311_c0_g1,1.2508846338921298,-0.008223691381143039,-0.677352545140888,-0.028183517680654913,-0.10854595616593993,-0.19221684350738616,1.1682466608978013
8,ser_TRINITY_DN103124_c1_g1,3.3169612758519285,3.365811841196429,3.5450402494973168,1.8599947942310475,1.9788621991171103,2.7890858862847505,2.3484327348518157
7,ser_TRINITY_DN10314_c0_g1,2.7756622679261858,2.2810334326372255,3.5800376103015465,4.202892316808927,3.6867875897186377,3.286702671471579,3.770103073935155
1,ser_TRINITY_DN10319_c0_g1,5.173105462161103,4.350746420297456,4.837469193476867,5.3439672891457,5.136798950490698,4.757983073591655,4.0493851396013305
1,ser_TRINITY_DN1032_c0_g1,2.8891569541478286,0.8253642366003995,1.7709552902989771,2.767559881967898,0.23938120701191645,1.3147592267381931,-0.16553022678562956
8,ser_TRINITY_DN10322_c0_g1,3.725960387979198,4.217095577807494,4.037240393299577,3.8399727879429806,3.8326166089399036,4.01111424711117,3.882852322450516
1,ser_TRINITY_DN103275_c0_g1,3.674898012087006,4.356873057522137,5.247177239111777,4.743801096982381,4.114307459733159,3.876140337789328,3.144327752182304
8,ser_TRINITY_DN1033_c0_g1,5.058123690563124,2.4558098550931335,3.3320100573614404,2.7606153860692606,2.271783786026561,2.6483353547621276,2.8083428590357316
2,ser_TRINITY_DN1033_c0_g3,4.522958896873413,4.328791595942546,4.821893092460531,5.897582613522006,4.874349304436562,5.196601717286803,4.503713641576297
4,ser_TRINITY_DN10333_c1_g1,8.034717838739681,5.359473408715349,4.615021746352339,5.180902477914656,5.064945864630809,4.869370545467364,5.6792039020556215
7,ser_TRINITY_DN10334_c0_g1,4.2342398435574164,3.8200888541504057,4.299781130576599,4.446912164776147,4.185049251060776,4.148393996584175,3.750309885852034
8,ser_TRINITY_DN103350_c0_g1,2.8035333502452278,4.515688257623157,4.626893610937708,3.9431039385120195,4.211511638815282,4.3879546313307225,4.423579962421065
8,ser_TRINITY_DN10338_c0_g1,1.4429619038162504,2.0060032896078774,3.152483138578373,2.5324896410859696,2.4041390729899854,2.3410912065760803,1.8279449282577305
8,ser_TRINITY_DN103436_c0_g2,2.975553718698322,0.9580203049565305,-1.5984157168957966,-1.4522977439484643,-1.434039880117927,-1.5739598884428778,-0.9851044646230984
7,ser_TRINITY_DN10344_c0_g3,1.013686112482966,2.335556224359234,3.131099203396192,3.506638633414896,3.166060332558546,3.4681666445149406,2.708453270378603
1,ser_TRINITY_DN103441_c0_g2,6.21075766544679,6.02295879945684,6.064516251385536,7.318050058643209,7.071525889074577,6.753641544264428,6.535810850045971
8,ser_TRINITY_DN103449_c0_g1,2.9093848532605318,3.623601728207359,2.671550945276598,3.3179847496769375,3.0412112102337168,3.4141162829409266,3.438977595980134
8,ser_TRINITY_DN10346_c0_g1,2.8784039081546178,-1.6226459810896046,-1.7844299155118422,-1.6425236139066013,-1.690971175756923,-1.7934934745844902,-1.3214043054755993
1,ser_TRINITY_DN10348_c0_g1,4.280798352359674,2.5800186246413652,3.861701067421155,5.040828326345124,4.796615904573648,4.685602378740641,3.9470693037972726
1,ser_TRINITY_DN10349_c0_g1,1.8371632648734477,4.372774527741406,3.5937377305134595,3.931351260324685,3.405364472240941,3.678942800709535,4.2172314253155925
1,ser_TRINITY_DN103491_c0_g2,3.9127074662162773,2.0988067599504006,1.9812761932925544,2.7906913993483515,1.7415918629106877,2.1004381759965924,2.4406110970536674
7,ser_TRINITY_DN10350_c0_g1,3.371686088471913,4.042834175482947,3.817122395621407,5.701645568201899,5.569829170803005,5.351414635974763,5.0023807010160555
7,ser_TRINITY_DN10354_c0_g2,2.5714995468072344,-1.7197180527732454,-1.8823355174447853,-1.7396980975404606,-1.7883952670446603,-1.8914457730616914,-1.4363919429503964
1,ser_TRINITY_DN103561_c0_g1,3.9226618812862295,3.8311308619082447,4.53932318787019,5.050444465354522,4.277377798381785,3.9614617960510268,3.100202588337993
8,ser_TRINITY_DN10359_c1_g3,2.852620621496596,3.9674608609677753,4.118863198276818,3.559775858312287,3.284874942622437,3.5204462425082386,3.33711842534746
8,ser_TRINITY_DN10364_c0_g2,2.3868135199055756,2.416538217440503,2.284196862562692,1.4612774164844016,1.925998993473296,1.229328550531292,2.159074482648736
8,ser_TRINITY_DN10368_c0_g1,2.452486385763996,0.46450234164812154,0.771723345760022,1.69965986262487,1.6280343899827245,1.5305317669540925,2.33227910658936
8,ser_TRINITY_DN1037_c0_g2,3.079450930034814,6.163123058710253,6.314561977204478,4.34171006990622,2.5439582254732778,3.103688032893727,2.4718092065188926
6,ser_TRINITY_DN10372_c0_g1,6.777797777271394,4.635368108683332,4.190796322314257,4.845293400914362,5.043872672569516,4.998736273336339,5.385039745594008
7,ser_TRINITY_DN1038_c0_g1,2.3579327050871983,6.051822623962236,6.3002007901510755,4.788300199763759,3.2524496223662056,3.4386592047644244,2.5280828974793264
1,ser_TRINITY_DN10380_c0_g1,3.8759979259274253,5.198469213662797,5.622133129199947,5.102531100954985,5.019852813790179,5.328994210097625,4.1767862362819095
8,ser_TRINITY_DN10381_c0_g1,-0.08058518119102387,0.8686840066485109,0.3629342643996431,0.24360318315309226,0.7747391913745648,0.10856396170141625,2.1385505380214367
8,ser_TRINITY_DN10386_c0_g1,3.4590330758004355,5.1604279575327325,5.008559156886342,4.050494109539942,3.6952238324924234,3.855852411897275,4.368598601897929
1,ser_TRINITY_DN10388_c0_g1,4.195865277453638,4.685783194754686,5.354161088471294,5.725641455981873,5.108557384367317,4.68484945370451,3.996823511554413
1,ser_TRINITY_DN1039_c0_g1,2.210358554299712,5.256109415512477,5.455030464726738,4.68801893381336,4.941620120320682,6.417533365151625,5.1869432570496485
7,ser_TRINITY_DN103925_c0_g1,1.967413131474606,2.9963390377156767,3.0303464274729266,2.4127573745232236,1.5241955327045322,2.0097683551822674,2.2579944910754106
6,ser_TRINITY_DN1040_c0_g1,5.023277505693317,5.5043661378458015,4.670687678018158,4.590834239227081,4.552587119425687,4.937264082103686,5.346422434679768
8,ser_TRINITY_DN104004_c0_g1,2.3870206777954044,2.798443643674827,1.4887047284885395,1.4165453773174757,1.4654216938943676,1.7987903238982494,2.218716374455328
1,ser_TRINITY_DN10401_c0_g3,7.700699305152345,6.745255974803561,5.19511075475274,5.4478579802671785,5.982268378567111,6.309864096903874,5.901912600489762
8,ser_TRINITY_DN10403_c0_g1,4.8997536715788605,5.212869784136013,5.824977196297235,5.628884782504866,5.0366085071626445,4.9620932664664155,4.684754534364867
7,ser_TRINITY_DN10409_c0_g1,0.8643832539647412,1.1785038838155493,2.2750531710607587,1.6702803889675275,1.059942224191902,0.6459631333989972,0.5964028784234668
5,ser_TRINITY_DN10421_c0_g1,5.094611543974748,4.644573955456909,4.406805988417144,4.211823860134583,4.415148667178427,4.0783998818228655,4.176610968976153
3,ser_TRINITY_DN104217_c0_g1,2.911038638529149,1.9087987993616233,2.321645104416021,2.942973594275709,3.2000338100669583,2.638336143832611,3.1965000137465864
1,ser_TRINITY_DN10423_c0_g1,4.527265820107482,5.2711828949810124,4.126217835285432,4.46643804051657,4.677235390505215,4.493539405946034,4.524726305221151
8,ser_TRINITY_DN1043_c0_g1,0.4669339940027755,1.7724201341092036,2.0111991649776155,2.530195718009086,1.5477952934943335,1.4795454507735628,0.8809417351785745
1,ser_TRINITY_DN10431_c0_g1,-0.05964633867745461,0.26710329640497155,-0.43864365394249616,0.2336650010775556,-0.7153020932427361,-0.9084243328817361,3.4218030715759427
7,ser_TRINITY_DN10450_c0_g1,3.8755272363544195,5.1182043368959835,5.276476907405543,4.486213264521102,4.317022197866599,4.307955841104064,3.6838396901882264
7,ser_TRINITY_DN10451_c0_g1,0.1327997747744194,1.3799325922306833,1.6585345127312183,2.9110411917349155,2.8458864125918315,2.146349460598073,1.77173110634009
1,ser_TRINITY_DN10451_c1_g1,7.846759423829145,1.0471102138460746,-0.4111483261260245,-0.30961071558832587,-0.3495661743716669,-0.43424139724234023,0.007721019263384532
2,ser_TRINITY_DN10454_c0_g1,2.1274897698735833,3.0277756247831076,2.618524438255906,2.050869802625258,2.3743723441557782,2.091883145291525,2.473305364489049
1,ser_TRINITY_DN10457_c0_g1,0.6889774955674461,0.34381684669420387,1.1483353826895626,1.2084917632418857,1.5166092348580573,1.329564128454111,1.085524920985389
