PS,GeneID,S1,S2,S3,S4,S5,gamete_female,gamete_male,holdfast_female,reptip_female,stipe_female,vegtip_female,holdfast_male,reptip_male,stipe_male,vegtip_male
8,ser_TRINITY_DN10191_c0_g1,3.125991,12.8451555,33.868354,41.406727,23.071618,24.716414,0.394989,22.88179,71.38162,29.236516,78.573966,18.106448,23.313244,29.382300999999998,57.490189
7,ser_TRINITY_DN10196_c0_g1,0,0,0,0,0,0,74.510903,0,0,0,0,0,89.25758,0,0.355969
7,ser_TRINITY_DN1020_c0_g1,37.882328,45.659353499999995,21.668775,15.918462,16.732876,13.635951,0.12943,4.905376,11.293213,5.57806,7.30444,6.640502,14.532201,7.444375,10.736388
8,ser_TRINITY_DN10201_c0_g1,0.112465,0,0,0,0,0,22.964743,0.03355,0.028466,0,0,0.034232,14.993728,0,0.059027
1,ser_TRINITY_DN1021_c0_g1,13.949264,12.974793,8.905688,8.663768,10.330706,5.017468,0.581464,5.447948,5.627529,5.315247,5.1448,9.874647,8.175539,11.323501,7.767225
7,ser_TRINITY_DN10212_c0_g1,15.375706,16.179139,27.966022,36.642649,56.846134,80.533369,87.141679,41.691188,59.723568,49.283699,63.747342,75.648207,79.906594,95.920364,30.347503
1,ser_TRINITY_DN1022_c1_g1,33.472377,15.945462,13.337472,16.850086,21.657069,5.056597,0.785589,29.582472,6.699614,17.930497,5.974016,52.767923,24.37343,41.688466,13.451604
8,ser_TRINITY_DN1022_c1_g2,2.885223,1.4458775,1.372661,0.943637,0.903678,1.164604,0.913929,0.448216,0.711415,0,0.835797,0.817846,19.997658,0.642834,0.213816
1,ser_TRINITY_DN10222_c1_g1,2.323178,2.1996260000000003,13.886531,26.836974,20.96901,3.166628,2.006333,28.64265,49.663719,29.389449,32.867089,18.550154,34.783442,18.931754,26.750269
8,ser_TRINITY_DN102228_c0_g3,83.925265,176.36002000000002,111.093391,63.447103,107.471909,66.434346,23.277279,54.326149,26.153163,38.175181,18.792455,47.015682,47.540972,45.641016,23.547896
1,ser_TRINITY_DN10233_c0_g1,289.28421,369.475286,333.344906,350.462678,416.82786,88.110539,0.390237,245.490488,311.721887,263.220737,342.545804,228.956324,208.287951,268.701271,424.2066
1,ser_TRINITY_DN1024_c0_g2,18.230957,41.429243,16.010511,12.993525,15.609138,2.407377,0,2.03864,4.421682,5.84382,4.231107,2.065238,7.016317,5.772004,6.162106
8,ser_TRINITY_DN10244_c0_g2,193.223361,191.330581,49.209234,57.33992,81.56453,21.458674,0.27683,41.286933,19.259141,37.193537,24.26104,40.365906,17.300298,46.232467,18.744501
8,ser_TRINITY_DN10244_c0_g3,12.677211,11.210831,7.357569,7.102011,9.601514,3.398241,15.34483,5.189905,5.853794,4.867616,6.108259,3.856257,19.104448,6.110497,4.513061
8,ser_TRINITY_DN10244_c7_g2,0.708214,2.715974,2.900491,1.833284,1.859476,0.461529,0,6.382525,0.465559,4.157576,3.603871,5.00506,10.229959,4.402419,3.63459
8,ser_TRINITY_DN10247_c0_g3,0.75039,2.5524595,3.717179,13.588352,7.796105,3.923394,12.932865,13.645981,49.121444,54.978773,41.666275,25.311633,42.06694,47.61231,39.543702
8,ser_TRINITY_DN10250_c0_g1,26.191129,38.5753675,24.107496,33.37935,50.07639,51.888797,5.64719,28.097087,46.085511,37.911722,80.452919,37.076794,46.838977,88.966779,34.789616
8,ser_TRINITY_DN102566_c0_g1,46.337437,56.957828,30.878987,21.483523,39.853458,6.850022,0.681368,12.687087,9.951654,11.354092,11.986309,15.729968,28.057874,24.15906,11.939641
8,ser_TRINITY_DN1026_c0_g1,5.288706,3.7018595,6.303153,7.947896,8.003592,34.700843,0.296559,6.012055,12.372424,5.403828,17.971672,10.575332,7.979425,8.605854,6.972299
7,ser_TRINITY_DN10266_c0_g2,30.735723,23.6809065,8.23376,9.820841,7.848977,2.865983,0.186928,10.854421,23.749867,23.015509,27.913498,18.053774,19.950743,32.701578,24.688837
8,ser_TRINITY_DN1027_c0_g1,61.115085,58.596558,50.038561,58.544213,75.529323,6.888771,0.351659,11.550533,9.620597,7.942245,10.067597,11.410519,9.448856,10.543267,12.523233
1,ser_TRINITY_DN10270_c0_g2,20.727536,28.0951935,26.654856,14.728357,22.78465,12.805015,0.024163,10.797609,10.695132,10.323438,11.528781,14.351129,10.965872,17.132246,14.747007
7,ser_TRINITY_DN102704_c0_g1,86.881272,64.756705,25.42219,13.647513,30.447416,97.069127,6.538009,22.445908,131.159309,15.567229,48.754927,21.347818,25.818165,31.513641,30.883301
8,ser_TRINITY_DN10272_c0_g1,3.685864,6.885396999999999,3.033234,1.546274,1.602321,8.071483,0,1.689623,3.363783,2.527482,0.571953,0.920407,13.329464,1.170211,1.065911
7,ser_TRINITY_DN102746_c0_g1,25.083551,42.7817565,8.721676,4.319331,9.212077,1.836529,0.041294,2.329239,6.747376,4.890333,7.797823,3.608965,14.24914,9.902311,11.215236
8,ser_TRINITY_DN10277_c0_g1,29.175723,41.592233,16.69442,18.041411,24.698413,24.341403,32.229643,12.179447,17.744184,12.483746,23.07738,10.578072,26.237054,15.328398,15.421857
7,ser_TRINITY_DN10283_c0_g1,54.09547,8.4951155,10.547154,22.334837,39.396177,281.173079,0,3.591772,43.133306,4.849895,2.891227,5.913854,2.973141,2.189025,3.765138
8,ser_TRINITY_DN10288_c0_g2,9.379538,6.1357345,1.570656,0,0.594062,21.093562,0,0,2.691269,0,1.965057,0,5.887979,0,0.563805
1,ser_TRINITY_DN10289_c0_g1,17.536205,13.4048215,14.9267,17.176586,20.916269,7.134739,1.903319,9.072484,11.581234,13.20358,11.556895,9.805343,10.418902,15.329333,10.138659
7,ser_TRINITY_DN10292_c0_g1,539.929238,402.694588,84.267276,40.078366,23.668006,0.456343,0.075892,0,5.241517,0,5.646001,0.040219,4.252437,0,31.339436
7,ser_TRINITY_DN10292_c0_g3,31.51857,30.056644499999997,56.32968,37.442093,44.092863,14.267744,0.185855,47.084614,24.989954,29.78098,30.358821,38.403274,23.739372,54.918551,38.424764
8,ser_TRINITY_DN10295_c0_g1,16.36024,99.3773085,62.096661,25.498746,17.001830000000002,60.402049,0,4.860384,30.244444,7.019195,13.706164,2.568583,11.623549,4.711139,13.967894
1,ser_TRINITY_DN102983_c0_g1,0.423998,0,0,0,0,2.329209,55.820206,0,0,0,0,0,121.509754,0,0.985959
8,ser_TRINITY_DN103_c0_g2,263.39791,167.85743,204.121203,288.622131,392.679613,209.623275,466.480759,136.374248,186.811096,130.235605,158.360178,96.873645,124.724003,102.864232,192.860226
1,ser_TRINITY_DN10309_c0_g3,1323.156684,740.896891,949.07906,244.044969,252.985395,1245.032257,40.012862,43.601452,183.513005,36.809952,295.172046,16.276277,103.385484,16.740962,813.029067
1,ser_TRINITY_DN1031_c0_g1,51.609046,52.9778595,97.017101,124.795996,111.42966,38.328225,0.488671,7.54073,18.256145,9.299821,18.281384,8.384213,12.404944,9.528361,19.112921
8,ser_TRINITY_DN10311_c0_g1,0.809313,0.526967,0.972729,0.866993,0.66252200000000006,4.317798,0,3.823295,4.679766,6.642792,0.659355,3.889985,0.378052,2.392503,1.264345
8,ser_TRINITY_DN103124_c1_g1,13.90872,20.0180085,3.870008,5.173897,10.68558,10.807183,2.689701,2.984899,10.6381,3.258873,3.72144,4.293736,5.716448,5.023864,1.669461
7,ser_TRINITY_DN10314_c0_g1,5.194837,18.803551,25.482541,17.66307,15.386425,18.885076,0,6.852854,14.932882,10.755254,15.403884,8.081152,10.676115,11.810323,17.229613
1,ser_TRINITY_DN10319_c0_g1,24.157345,45.69267,56.676409,51.314766,42.626384,22.791738,41.973423,4.493318,22.002995,7.679461,26.625966,9.070361,25.393765,13.112161,55.787294
1,ser_TRINITY_DN1032_c0_g1,1.723904,6.206643,10.932285,1.093557,4.313889,15.806463,0.669355,0.289978,16.319771,0,0.994798,0.078264,4.553946,0.068146,1.91333
8,ser_TRINITY_DN10322_c0_g1,23.974133,26.445277,17.966364,19.547607,26.529476,8.577175,4.701948,11.409801,10.791598,14.307312,12.228009,15.471613,16.754257,19.016435,15.318244
1,ser_TRINITY_DN103275_c0_g1,27.231617,66.2787505,36.588153,22.290976,22.37393,6.32374,5.463087,5.177589,7.040299,6.511033,9.105042,7.032913,8.196425,6.517719,21.29117
8,ser_TRINITY_DN1033_c0_g1,5.818829,15.986804,8.473996,5.45993,8.917656,1.456435,184.917934,3.381494,7.015179,4.099758,5.080267,5.31097,41.716995,7.170698,8.078346
2,ser_TRINITY_DN1033_c0_g3,23.532264,45.034665,86.716176,41.045847,59.167782,29.715185,4.047876,22.752125,20.878295,16.938996,19.21777,20.016365,22.759533,29.637602,22.874299
4,ser_TRINITY_DN10333_c1_g1,47.488746,28.780488499999997,40.985634,34.570048,34.643855,67.017866,853.907927,33.541392,57.076938,41.758911,57.41754,42.994128,80.129323,43.921121,34.516681
7,ser_TRINITY_DN10334_c0_g1,17.367394,32.001008999999996,28.69108,26.303492,27.294876,6.519336,17.850439,5.372815,17.467201,9.521206,15.367085,7.274461,22.084165,11.93899,12.391215
8,ser_TRINITY_DN103350_c0_g1,29.10614,39.908534,18.804468,24.939944,32.429863,7.049411,0.893582,13.101539,20.777825,11.955849,23.270081,16.671207,35.373226,25.662643,17.71792
8,ser_TRINITY_DN10338_c0_g1,4.585944,16.6645915,8.265641,7.452312,7.872485,6.992324,0.048922,0.903068,4.144012,1.971536,4.557977,1.995074,4.728812,2.328694,5.837503
8,ser_TRINITY_DN103436_c0_g2,2.978712,0.450831,0.228398,0.397894,0.373801,50.787314,0.292463,0.092704,12.039137,0.138555,0.204452,0.43762,1.028459,0.578473,0.232774
7,ser_TRINITY_DN10344_c0_g3,5.527726,14.359085,16.07859,13.100033,19.55094,2.737697,0,5.099738,7.425822,4.929783,9.568171,3.67107,6.772559,7.234449,5.591104
1,ser_TRINITY_DN103441_c0_g2,73.800951,95.2461945,234.102641,202.510578,168.978042,62.760133,18.828381,63.965468,111.018269,69.219368,157.410228,48.949527,92.967137,89.6295,106.405683
8,ser_TRINITY_DN103449_c0_g1,15.998861,9.80503,12.770288,10.603602,17.276362,12.87548,0.612217,8.904548,11.667165,5.580872,10.215824,11.153325,10.591219,11.616735,11.726619
8,ser_TRINITY_DN10346_c0_g1,0,0,0,0,0,0,78.946171,0,0.325485,0,0,0,76.879067,0,0.268154
1,ser_TRINITY_DN10348_c0_g1,5.628687,22.100065,46.649725,39.631912,40.915128,45.24804,0.693002,8.6311,13.212815,5.50945,13.467668,16.833204,15.922919,15.985669,35.590855
1,ser_TRINITY_DN10349_c0_g1,27.295722,18.4320045,20.163209,13.782423,19.968276,3.916859,0,18.332845,13.3474,20.491733,8.00852,20.617527,15.230004,27.64515,18.943562
1,ser_TRINITY_DN103491_c0_g2,5.21526,5.508421,9.018361,4.043455,6.386833,12.031102,10.722353,2.902515,10.271626,3.329994,6.272714,4.02646,12.322837,2.242302,7.098277
7,ser_TRINITY_DN10350_c0_g1,18.998512,19.8677755,75.421056,72.299253,71.032572,6.485169,2.837116,22.182691,49.062199,22.556934,45.983003,22.897918,25.207493,39.550472,34.059221
7,ser_TRINITY_DN10354_c0_g2,0,0,0,0,0,0,58.096359,0,0,0,0,0,39.695529,0.173423,0.42495
1,ser_TRINITY_DN103561_c0_g1,17.656369,38.1589325,47.526507,27.381422,24.529717,39.875316,1.693773,2.620863,15.809867,3.250956,17.847666,2.942481,11.039222,7.155555,35.163802
8,ser_TRINITY_DN10359_c1_g3,19.804882,28.869548,15.389758,13.156121,18.114229,3.269049,2.679385,7.224464,8.412401,8.923417,7.524917,8.517561,48.616922,15.003743,9.551242
8,ser_TRINITY_DN10364_c0_g2,6.647727,7.6137665,2.71705,4.508847,2.67512,8.291835,0.326418,2.682541,10.33199,2.068038,15.171663,2.203076,9.031978,2.890121,3.39947
