PS,GeneID,S1,S2,S3,S4,S5,gamete_female,gamete_male,holdfast_female,reptip_female,stipe_female,vegtip_female,holdfast_male,reptip_male,stipe_male,vegtip_male
1,ser_TRINITY_DN3186_c0_g1,13.201166,10.860301,11.02322,6.195455,7.618308,14.340181,0,12.065928,13.050409,11.224791,14.394952,15.345399,9.106776,7.569502,22.508861
2,ser_TRINITY_DN31863_c0_g1,11.828087,16.7689555,12.125739,14.510329,19.236905,5.655164,6.952986,13.378761,10.379985,4.40898,9.611431,15.480802,10.822415,7.867057,10.368759
7,ser_TRINITY_DN31887_c0_g1,14.090112,19.8648115,5.893344,5.314179,6.22429,16.754924,11.686838,3.370954,11.696647,1.756231,5.452401,2.109794,13.031956,3.208513,2.096601
7,ser_TRINITY_DN31898_c0_g1,10.271918,9.764356,5.384215,4.803019,5.203941,4.791347,1.587806,1.389288,3.824243,2.009602,4.95469,1.4311,11.173507,2.577643,3.578376
5,ser_TRINITY_DN319_c0_g1,24.109867,61.3500395,55.901539,40.89659,30.041878,27.017369,0,9.265548,18.967409,6.459664,11.944134,5.415684,10.700715,7.383969,28.788572
8,ser_TRINITY_DN3190_c0_g1,13.113283,17.267125,10.35123,6.713027,7.90804,26.682718,0.453679,3.507667,17.972895,3.264706,21.510694,8.184804,9.222651,8.057345,21.789835
4,ser_TRINITY_DN31905_c0_g1,45.134695,37.668277,16.403045,20.36666,24.047307,22.780534,2.631841,6.107181,14.543841,8.311046,8.000397,4.904473,11.493646,6.52133,5.0476
1,ser_TRINITY_DN31908_c0_g1,10.655551,4.4831115,14.923407,15.798361,11.445143,90.371555,7.171342,67.760545,45.468878,48.617799,33.216335,49.441111,58.674371,42.982533,41.335282
8,ser_TRINITY_DN31909_c0_g1,7.304195,10.1748255,7.632744,8.420194,12.537072,0.660317,0.676039,12.714883,2.97381,7.199706,5.227736,12.107225,2.931258,10.630259,5.518877
1,ser_TRINITY_DN31912_c0_g2,36.769521,119.915142,147.492057,94.820045,82.769523,102.322564,271.829781,24.235426,35.747295,26.063476,41.332926,20.570401,103.903439,27.990958,75.544416
7,ser_TRINITY_DN31913_c0_g1,15.18198,12.280742,7.278336,5.521772,7.564839,13.134678,0,9.965139,9.873136,12.870044,6.174803,13.623246,5.285766,15.845762,9.874156
5,ser_TRINITY_DN31916_c0_g1,124.629215,261.0343695,216.904458,292.055502,264.901258,97.334803,302.986697,161.567191,206.7403,155.752262,177.467018,200.300003,369.041445,209.34623,190.616752
8,ser_TRINITY_DN31922_c0_g1,6.446542,13.815703,9.020377,7.58714,9.162189,1.510755,2.239752,3.489879,3.172053,4.37177,3.716858,7.333547,15.425628,9.088256,5.576773
1,ser_TRINITY_DN31929_c0_g1,75.879725,112.8548245,162.935917,119.477026,116.327879,62.102604,0.11141,39.093754,20.831442,31.668957,10.082884,69.240117,13.04339,50.526934,20.837024
8,ser_TRINITY_DN31930_c0_g1,12.3999,20.4911915,7.343667,8.521162,9.689467,1.900234,5.149765,7.140303,5.441399,6.740599,7.123406,6.259781,24.924103,10.0053,4.879681
4,ser_TRINITY_DN31939_c0_g1,7.437514,12.2111195,8.050198,8.310144,9.464117,5.844112,0.41255,14.481604,11.415731,11.810656,12.022239,12.978546,11.526163,11.888074,13.139729
8,ser_TRINITY_DN3194_c0_g1,34.818626,36.038564,15.84073,13.716906,23.866797,1.430875,1.991125,28.615355,15.927401,23.746447,19.057818,24.770733,18.87766,36.011374000000004,20.420297
7,ser_TRINITY_DN31947_c0_g1,57.918632,45.3996855,53.921377,94.638483,79.720691,43.111475,346.179538,32.071287,28.05823,23.637686,36.96346,33.2728,100.472724,26.049436,48.717616
7,ser_TRINITY_DN3195_c0_g1,13.683859,2.9091815,1.236145,4.087852,5.297271,266.727464,0,27.438786,25.875263,12.372357,5.574773,37.251861,4.686042,9.805818,7.995868
7,ser_TRINITY_DN3197_c0_g1,32.318029,49.452312000000006,38.416777,32.360133,23.77323,5.104419,0.876879,57.555514,12.042381,38.356201,25.508495,115.115629,27.254384,67.413811,29.542374
8,ser_TRINITY_DN3199_c0_g1,26.731794,30.1545525,17.053307,13.626949,14.893835,20.552539,0.050993,10.159866,13.008377,12.413625,14.525794,11.855116,14.359048,18.935159,15.901458
7,ser_TRINITY_DN31993_c0_g3,30.700697,32.0452655,22.250742,19.573556,28.961742,5.172544,15.836836,9.954515,15.38696,9.06752,16.057077,11.66538,8.396119,10.128171,22.656312
8,ser_TRINITY_DN31993_c0_g7,15.073348,15.383152,10.805558,10.601475,10.437085,11.373989,0.905447,8.344071,8.807108,7.915778,8.056132,17.359091,14.223227,13.684249,5.467222
8,ser_TRINITY_DN32_c0_g2,23.949623,19.7720765,27.969887,30.848919,44.783801,2.494556,7.643776,55.987129,49.243176,107.10153,80.292319,84.293422,87.32622,78.377058,81.085953
6,ser_TRINITY_DN32008_c0_g1,222.8773,387.902472,227.946508,198.421368,224.465684,248.206613,7.383486,154.425889,145.738216,162.301685,112.1808,82.179085,115.111384,113.569188,77.179259
1,ser_TRINITY_DN3201_c0_g2,18.165248,33.774152,23.335598,14.542136,14.720077,9.266768,0.117404,8.151902,9.373671,9.087034,8.551842,9.207974,8.233049,11.599626,10.516886
8,ser_TRINITY_DN3203_c2_g1,55.694885,140.30423050000002,36.803466,18.539446,22.477585,4.935087,15.962001,5.477259,8.711797,3.970315,12.192694,5.596634,79.260111,6.272868,11.309231
8,ser_TRINITY_DN32037_c0_g1,19.392276,30.1812495,22.305341,22.39232,21.085053,15.938907,0.121415,2.745437,9.493281,4.216502,9.121155,3.860002,7.520589,6.815926,12.527031
1,ser_TRINITY_DN32040_c0_g1,25.009086,7.084189500000001,6.772036,2.483037,1.264076,6.312579,0.427155,1.451505,3.799102,0.850858,3.388164,0.953029,1.16575,0.519708,7.288047
1,ser_TRINITY_DN32048_c0_g1,0.632102,0.7099489999999999,0.551998,0.243715,0.207539,0.253604,24.567391,0.247938,0.071751,0.15542,0.210059,0.445987,35.47537,0.78175,0.37881
7,ser_TRINITY_DN3205_c0_g1,0.094709,0.139446,1.504529,0.496138,0.557535,0,0.602305,0,26.630661,0,4.318029,0,26.613612,0,4.968646
8,ser_TRINITY_DN3206_c0_g1,68.077059,155.41619350000002,55.459378,78.037317,93.875352,37.840211,17.679699,58.305123,89.68153,36.180523,91.247566,93.305851,126.562413,71.109803,123.968174
8,ser_TRINITY_DN32069_c0_g2,13.057004,14.4887465,11.562399,11.797932,9.870108,10.908471,1.347536,9.30658,11.603072,8.44944,9.937177,15.091302,20.436064,14.988099,8.445932
8,ser_TRINITY_DN32085_c0_g3,8.835082,11.202919,11.487687,21.420245,24.786047,36.387115,0,5.294455,16.632758,6.270615,3.657001,6.859458,1.273023,5.475797,2.888202
7,ser_TRINITY_DN32087_c0_g1,44.804153,79.21039999999999,138.815709,114.100426,98.991674,62.910341,67.001352,11.343624,32.054012,9.521493,42.563408,6.118594,37.383155,10.464326,67.373262
8,ser_TRINITY_DN3209_c0_g1,6.446668,5.612845500000001,3.402591,2.247071,3.060423,13.814288,0.194762,0.821486,5.986742,1.074418,1.85372,1.094516,7.511627,2.215853,2.204385
8,ser_TRINITY_DN32095_c0_g1,0.967867,1.863093,20.944998,41.090238,60.579233,0.289959,2.477475,95.447476,44.462034,86.501799,39.694185,109.677458,22.975578,162.890833,35.471742
7,ser_TRINITY_DN3212_c0_g1,3.077855,3.892445,3.206308,3.781295,5.93827,1.118885,1.691159,3.903339,1.927849,3.815111,2.493739,3.079837,1.865766,3.488687,2.20704
8,ser_TRINITY_DN3213_c0_g1,16.586965,21.6308665,9.4282,9.075325,16.202854,7.767819,11.313839,8.141994,7.820592,3.840283,7.414149,19.856381,12.835286,18.537584,5.020656
2,ser_TRINITY_DN32135_c0_g2,31.533452,59.4528835,76.482482,34.801868,27.510317,27.082907,0.112022,3.045776,17.904113,7.167836,15.654067,5.199126,13.735248,8.222332,83.428178
2,ser_TRINITY_DN32161_c0_g1,50.460175,95.5078,30.16101,15.538248,40.502032,3.918318,0.978416,17.0508,19.435796,18.299852,23.554158,11.077065,22.819206,27.026682,12.466612
8,ser_TRINITY_DN3217_c0_g1,9.96081,8.1429845,6.931878,7.338979,5.954304,6.913168,0.856311,4.166936,6.7652,5.967394,7.360054,2.684505,5.47425,5.020459,2.789105
1,ser_TRINITY_DN3218_c0_g1,137.527686,86.198126,21.95471,10.784204,29.565915,20.534534,0,15.321874,27.289733,6.843576,24.367513,7.610735,3.301007,14.195435,6.722623
7,ser_TRINITY_DN32193_c0_g2,98.486381,87.150361,91.576671,133.474644,118.366177,121.733335,8.076646,20.258166,48.187655,15.103237,51.866074,16.666525,35.195311,17.180178,32.791715
3,ser_TRINITY_DN322_c0_g1,10.62671,8.724008999999999,10.236601,13.353383,12.048027,3.401278,0.79091,9.106797,21.904958,6.66819,15.581751,9.993495,17.449731,20.735213,11.245888
8,ser_TRINITY_DN32207_c0_g1,7.723185,7.1241585,2.546943,2.108924,1.527226,1.776928,0.119863,0.831235,0.988999,0.683416,1.368397,1.534149,9.575486,2.305978,1.428669
1,ser_TRINITY_DN3221_c0_g1,76.258044,131.605904,138.454091,174.424447,209.890336,143.718268,1.16487,104.76177,81.141708,83.621913,47.268611,75.080697,62.120675,82.941405,50.020681
8,ser_TRINITY_DN32225_c1_g1,8.204448,19.9451745,30.482065,11.679357,8.50437,8.309981,0,2.046019,7.368337,3.328387,5.560442,2.880401,6.039701,4.081452,18.207525
7,ser_TRINITY_DN3224_c2_g1,3.0687,9.7078465,6.171715,10.685216,8.368105,0.425723,0,1.724639,0,0.417736,7.751982,20.608895,8.525857,20.341884,15.609298
2,ser_TRINITY_DN3224_c3_g2,10.094251,12.377881,16.471973,22.131484,21.31246,3.676711,16.602373,16.252582,15.300945,25.053055,18.203189,35.35682,29.653609,35.647085,22.784624
8,ser_TRINITY_DN3224_c6_g1,3.80554,6.5131885,6.67495,6.814295,7.786665,1.40483,0.026264,4.224751,4.934536,5.583842,3.911334,6.002867,7.970577,9.563014,6.110016
8,ser_TRINITY_DN32242_c0_g1,1.373174,1.1832115,1.507849,2.640069,3.770687,0.700865,13.8013,2.392725,9.611219,2.53517,8.157467,5.94629,8.120035,5.901018,3.691338
1,ser_TRINITY_DN3226_c0_g1,45.91431,134.114811,65.179826,65.145919,67.06289,37.127619,0,11.845832,21.93097,12.471083,38.813409,20.102764,21.851329,27.596505,43.575373
8,ser_TRINITY_DN32262_c2_g1,15.083708,9.050438499999998,5.467615,6.110605,12.292154,6.161475,0.656541,2.773499,6.537249,1.999998,6.731023,2.759548,3.687012,3.909779,4.288853
8,ser_TRINITY_DN3231_c0_g1,205.73205,163.88991399999998,73.286817,170.261625,322.890616,142.912994,0,259.363503,38.812273,266.67034,48.615105,190.652307,7.170836,162.374057,82.313667
8,ser_TRINITY_DN3231_c0_g5,4.356193,8.906388,19.770935,11.014453,14.739462,4.900003,0.044785,2.462152,3.504019,5.020559,2.011744,1.9535690000000001,1.076937,4.85015,6.35725
8,ser_TRINITY_DN32318_c0_g3,64.591231,76.8428605,58.212098,61.771576,66.070649,104.81452,4.167903,17.068368,20.658758,19.116812,17.394657,19.97512,25.624076,20.681819,30.291665
1,ser_TRINITY_DN3232_c0_g1,9.025566,8.179363500000001,59.487744,72.977005,98.903745,6.780379,31.430979,23.909116,17.371465,30.790717,15.201277,32.656765,55.356864,15.774013,12.083964
8,ser_TRINITY_DN3236_c0_g1,15.649484,20.09714,20.023331,17.916823,20.901166,10.712549,4.562081,10.009459,9.147647,8.96075,9.999618,14.172704,22.817034,14.761993,13.005789
1,ser_TRINITY_DN32397_c0_g1,0.470781,0.7980735,1.707463,1.948932,3.49076,0.086544,9.07531,5.020831,3.38103,10.662864,5.338153,9.868151,37.432719,14.123269,5.755315
2,ser_TRINITY_DN324_c0_g1,14.414335,15.1183775,10.103399,10.264897,18.180621,7.349547,1.692051,7.985514,8.841015,9.002327,9.728257,9.620995,8.577014,11.748393,7.833572
8,ser_TRINITY_DN3242_c0_g2,1.936576,1.498991,6.122279,7.333219,12.400956,10.685781,0.337627,11.407306,15.300256,14.389758,15.349141,13.628715,13.050797,19.048895,12.596592
7,ser_TRINITY_DN3242_c0_g3,10.214712,17.6384495,40.841497,79.713395,58.644139,14.49875,10.005047,21.927625,29.631966,25.891575,28.598143,24.997874,59.109981,28.56748,32.085257
7,ser_TRINITY_DN3243_c0_g2,6.883005,12.756938,8.728922,10.749381,9.749588,10.666036,0.585615,2.868887,11.791561,5.361483,10.299005,5.974219,7.54238,9.198282,7.622698
8,ser_TRINITY_DN3243_c0_g7,34.002216,30.699877999999998,23.610093,14.399705,15.509133,108.831902,0.619478,4.714344,27.515517,2.19116,3.005013,7.219473,3.987133,4.280658,4.659557
7,ser_TRINITY_DN32430_c0_g1,18.588686,43.7260225,53.727746,75.775265,77.830502,16.428399,0,166.714728,8.02158,146.627625,10.554101,73.091703,1.026132,84.995706,7.182179
8,ser_TRINITY_DN3244_c0_g1,16.214859,18.5309825,13.69059,10.980755,15.422202,5.859428,0.166472,9.368663,7.079416,7.757193,6.41527,11.162123,9.531544,12.758544,11.536929
1,ser_TRINITY_DN3245_c0_g2,87.789177,86.420399,81.096444,62.168815,112.045082,46.245514,7.541884,149.660731,76.386361,105.189523,57.056154,97.924491,33.08955,97.774851,49.192768
1,ser_TRINITY_DN32474_c0_g3,2.117179,5.364243,8.290801,0.490112,0.075054,0,10.962526,0.03682,0,0,0,0,0,0,0
8,ser_TRINITY_DN3248_c0_g1,59.507757,53.8825395,37.282244,41.463964,63.876658,9.904043,0.193039,75.740177,41.347738,38.612885,65.61499,72.058347,39.937075,63.769896,53.505513
8,ser_TRINITY_DN3248_c0_g2,1.944445,3.599716,4.629438,6.587601,8.057037,2.307435,2.500706,1.843242,6.344428,2.681224,4.478899,5.023002,29.468289,6.745781,3.872415
8,ser_TRINITY_DN32518_c0_g3,4.974548,3.895194,1.499701,2.089024,4.643611,0.483181,1.195779,1.31484,3.864314,2.120288,3.536,2.096256,3.531304,5.534884,4.105094
1,ser_TRINITY_DN32520_c0_g1,35.131624,39.0122565,32.607663,42.596449,44.504604,25.702487,4.876061,15.985377,19.939901,14.604811,19.6202,16.016887,44.268906,16.837897,18.189506
8,ser_TRINITY_DN3254_c0_g1,27.642035,21.8278415,22.360216,27.091236,31.451572,16.866887,11.042657,12.547418,16.58808,12.386631,18.231709,19.473512,25.687954,23.333594,15.206062
1,ser_TRINITY_DN3259_c0_g1,69.466471,86.07336699999999,28.874691,41.284575,60.253051,72.854806,0.259703,58.605625,35.673822,51.426205,40.583081,66.244988,37.570244,76.305324,31.71763
8,ser_TRINITY_DN3259_c0_g2,20.273122,18.769623,5.348174,5.262239,7.374796,9.419066,3.865648,5.010963,6.06849,4.63938,6.405844,6.628086,18.021638,8.338215,8.105973
2,ser_TRINITY_DN326_c0_g1,10.278172,15.488414,14.547832,23.267781,42.096343,1.172221,0.327569,26.307985,18.378125,14.687509,13.907449,23.471825,9.350326,15.154587,12.325187
1,ser_TRINITY_DN32602_c1_g1,3.080549,12.9874825,51.036215,65.524031,99.613396,0,4.073162,214.537095,132.835859,88.443636,137.638105,95.781106,90.744978,121.040452,68.464911
5,ser_TRINITY_DN32613_c0_g1,49.528454,84.734256,95.128787,87.640906,75.313286,58.952909,0.588168,32.572552,63.305545,40.163641,53.669675,26.91958,46.786158,57.724529,60.721997
8,ser_TRINITY_DN32615_c0_g1,2.558981,4.014452,5.334858,7.10241,8.351583,8.137442,12.505696,4.416572,9.529793,5.54266,8.60909,7.803885,13.318299,6.896888,6.612726
7,ser_TRINITY_DN32625_c0_g2,75.372739,41.3541095,23.738018,18.907735,24.333016,36.432088,0,0,8.408683,0,3.18375,0,13.380445,0,2.848759
7,ser_TRINITY_DN3263_c0_g1,52.601207,80.77541550000001,69.932185,80.131505,63.389017,141.289841,1.642779,13.369597,58.518458,24.498169,106.003696,14.862663,57.053581,29.415469,88.96904
7,ser_TRINITY_DN32645_c0_g1,1.01627,11.8673515,66.783269,69.769727,54.718806,0,0,0.505982,6.963981,0.048077,7.392565,0.10625,3.188312,0.04821,15.842729
2,ser_TRINITY_DN32658_c0_g1,8.380376,16.091216,8.106034,7.547261,6.20715,17.291896,0.446643,2.004094,7.488337,2.812519,7.147605,2.090669,5.347889,5.302161,7.260814
8,ser_TRINITY_DN3268_c0_g1,0.657885,0.208208,0.582412,1.148996,0.768624,0.0298,0,1.131948,0.982914,1.863824,1.006497,12.731016,0.242077,61.345409,0.756237
8,ser_TRINITY_DN3268_c0_g2,0.26395,0.06159449999999999,0.123126,0.393621,0.298362,0.020994,0,0.599632,0.293819,1.017687,0.834901,5.410168,0.085154,33.521745,0.076263
2,ser_TRINITY_DN3269_c1_g1,8.290254,10.5193945,6.869757,6.930743,6.96388,6.823011,1.712752,5.198756,8.453129,4.013249,10.27656,5.345549,5.719567,4.937202,5.150674
8,ser_TRINITY_DN3270_c0_g1,14.941149,28.9018175,11.701002,5.900152,9.366298,1.450753,0.301119,5.44444,4.579462,6.320938,5.933228,6.121626,6.975823,9.308661,7.302327
1,ser_TRINITY_DN3272_c0_g1,0.130406,0.10826,0,0,0,0,28.548697,0,0.03655,0,0,0,59.374239,0,0.116333
1,ser_TRINITY_DN32732_c0_g3,18.449291,43.131231,30.089769,25.667923,23.156575,22.121147,34.103983,12.400471,16.420127,9.690852,19.775527,10.784392,29.038812,11.718102,20.827238
8,ser_TRINITY_DN32749_c0_g1,3.028095,5.137659,4.807932,3.865134,3.689651,0.439478,0.302067,0.909813,2.647975,2.636099,1.61605,1.252715,16.235569,2.406196,2.958721
1,ser_TRINITY_DN32782_c0_g1,25.889575,39.528255,23.274141,18.764251,17.376901,14.001731,2.079744,8.831694,14.21391,12.486469,17.718307,13.32718,21.923429,20.667317,25.871392
2,ser_TRINITY_DN32785_c0_g1,20.696167,19.535666,12.717643,9.327968,12.220238,8.573033,0.586217,4.941309,12.430226,7.559049,13.49706,5.614754,12.4932,9.004909,10.052983
3,ser_TRINITY_DN328_c0_g1,0.355039,0,0,0,0,0.194538,97.218715,0,0.193868,0,0,0,221.999261,0,0.521765
2,ser_TRINITY_DN328_c0_g2,21.96779,20.066023,29.940989,27.36756,34.275335,105.982865,35.465849,37.678401,99.948714,20.589199,65.58818,41.093592,70.703795,38.752646,44.098966
8,ser_TRINITY_DN3280_c0_g2,21.429665,47.3000365,13.782745,10.172853,16.693576,7.932156,0.035887,5.772526,10.92745,7.169849,11.054361,6.275384,13.882479,13.048847,7.718929
8,ser_TRINITY_DN3283_c0_g1,26.914515,48.7524665,19.01878,19.275548,24.631494,11.374729,0.112349,13.838154,4.614969,13.585616,2.739866,19.977449,13.373821,23.965029,5.578076
7,ser_TRINITY_DN3284_c0_g1,6.333885,5.592072,15.648796,30.122224,32.555096,13.967406,0.187692,0.138478,5.467014,1.379506,0.935226,0.428951,0.524885,0.871649,0.538115
1,ser_TRINITY_DN32848_c0_g1,20.221975,26.314912,10.311036,6.636887,10.701245,3.528136,0.107463,41.562326,3.73139,18.987269,7.526565,40.547491,12.62176,49.837324,12.688686
1,ser_TRINITY_DN3286_c0_g1,30.079895,60.220807,19.232697,10.386032,10.124554,31.635754,0.45661,2.318544,7.599132,1.529876,1.275567,1.187381,15.83277,1.230019,1.252612
8,ser_TRINITY_DN32869_c0_g1,23.527491,11.579598,12.971984,17.48065,17.756386,43.949854,0,12.162987,8.594747,4.14215,5.434531,11.298188,8.212454,6.866022,9.899568
7,ser_TRINITY_DN32878_c0_g1,2.671475,4.7914235000000005,11.729716,6.754877,9.997959,8.422174,5.509712,4.448004,10.624031,10.491921,12.015914,4.510353,32.261824,8.241431,2.792429
7,ser_TRINITY_DN32898_c0_g1,61.012628,45.630891,22.437486,24.390894,26.01578,27.805731,0,24.143386,23.525002,28.236986,23.497478,23.211891,27.243176,34.035564,16.088408
8,ser_TRINITY_DN3290_c0_g1,0.152832,0.0734085,0.269438,17.147726,8.098983,0,0,16.584975,36.673092,4.399081,43.362165,11.916501,1.929324,0.752711,11.191481
1,ser_TRINITY_DN32932_c0_g1,221.856931,301.28297899999995,394.938198,634.200167,497.919252,323.741098,10.656875,492.906858,785.645854,660.79981,771.260907,621.2414,537.854362,762.294123,499.732073
7,ser_TRINITY_DN32958_c0_g1,0.222582,0.2122735,0,0,0,0.106236,1577.982022,0,0,0,0,0,173.77359,0.121596,0.237563
7,ser_TRINITY_DN3298_c0_g1,0,0,0,0,0,0.361165,0,26.658262,49.702543,17.535011,0.427294,21.911625,32.429733,5.645682,5.054749
8,ser_TRINITY_DN3298_c0_g2,30.683472,28.763964,20.806417,23.479525,25.425311,9.583156,0.576775,20.498449,11.619104,18.669789,14.988561,26.541378,15.221796,35.784772,23.242447
1,ser_TRINITY_DN3300_c0_g1,0.631578,0.8022495000000001,0,0.307562,0.070116,0,11.902188,0,0,0,0,0,33.355549,0,0
1,ser_TRINITY_DN33002_c0_g1,91.396469,57.134451,69.252347,66.264013,81.995533,12.453391,0.03857,13.994799,24.01059,8.235392,22.659403,20.813701,16.958259,12.812236,18.660492
1,ser_TRINITY_DN33013_c0_g1,4.757523,7.345029,6.529059,10.799958,8.752831,5.540988,0,1.677654,5.015963,2.563689,3.941407,3.92937,8.289199,5.19991,5.2635439999999996
1,ser_TRINITY_DN33021_c0_g1,38.692039,50.242814,18.189268,28.410945,32.281028,45.601471,0.853462,22.201759,33.333742,23.881268,50.077441,40.799655,33.885067,36.859423,23.18781
8,ser_TRINITY_DN33036_c0_g1,21.487172,29.1326115,13.7494,12.746781,13.955823,8.195491,0.767363,4.2204,4.002533,2.857917,7.40537,5.34723,20.271505,6.00129,4.995999
8,ser_TRINITY_DN3305_c0_g1,9.978682,10.1008195,4.813645,11.417185,21.895851,0.673649,0,8.186444,5.110757,5.480514,5.289502,50.544922,5.242298,7.928689,14.486026
8,ser_TRINITY_DN3305_c1_g2,1.526045,5.702108,9.775446,11.781774,9.297382,8.611757,0,21.962051,36.313632,11.693761,23.224627,72.381904,65.425922,32.178048,62.651352
1,ser_TRINITY_DN33053_c0_g1,27.191892,29.759877,31.830579,15.691269,14.694717,57.854194,1.639329,5.797186,12.52759,6.615815,12.548086,6.69664,94.984701,8.392513,10.177193
8,ser_TRINITY_DN3306_c0_g1,102.270198,116.3225675,43.623229,48.750763,54.95433,26.118393,0.286145,31.564989,26.823442,17.692935,34.020779,48.54178,34.862127,48.832907,30.692116
8,ser_TRINITY_DN3307_c0_g2,7.343939,7.1577225,18.913503,24.320961,40.122668,2.463035,25.704895,3.990659,12.733455,4.727147,11.505876,6.831431,23.791044,9.131965,11.103031
6,ser_TRINITY_DN33077_c0_g1,5.993647,3.15552,3.168881,3.369408,7.59876,5.505375,0.477144,5.126104,4.803924,4.88641,8.543924,4.131366,5.760925,3.029695,3.762173
1,ser_TRINITY_DN3308_c0_g2,0.354643,0.4231785,0.111126,1.889934,1.735592,0.814015,0,4.624353,6.202225,1.945079,5.879206,7.070245,1.145109,2.840895,1.632548
7,ser_TRINITY_DN33088_c0_g3,0,0,0,0,0,0,168.807578,0,0,0,0,0,61.870617,0,0.110697
8,ser_TRINITY_DN331_c0_g1,11.295514,10.935839,17.982241,25.726054,20.956744,30.922552,3.476776,8.591754,6.344588,7.06938,6.5679,16.162856,10.722212,6.67198,8.399014
8,ser_TRINITY_DN3310_c0_g1,6.177363,10.616399,8.308899,6.419287,7.192806,3.729879,0.347415,1.145217,4.451403,1.791897,1.815149,2.277506,3.831098,3.021565,3.876514
1,ser_TRINITY_DN33107_c0_g1,10.91713,15.623412,41.082864,45.350774,57.375965,145.096692,0,56.917037,86.127187,56.875326,123.540808,50.318199,56.495545,44.56148,110.487761
2,ser_TRINITY_DN33107_c0_g2,112.397585,44.806779,26.711873,41.126272,43.018489,199.374515,0,29.876094,53.845181,10.546113,8.105705,17.886558,10.65328,11.512214,6.474289
1,ser_TRINITY_DN33133_c0_g1,12.126984,7.728773500000001,5.820025,7.761649,15.424142,4.244531,13.077938,2.224462,4.062241,2.030247,5.120015,9.276928,8.4018910000000009,5.220811,7.004197
7,ser_TRINITY_DN3316_c0_g1,0.066617,0,0,0,0,0,1.597343,0,0,0,0,0,50.139255,0,0.086942
8,ser_TRINITY_DN3316_c0_g2,2.57946,3.335291,8.087357,6.427839,6.040011,34.841494,5.753794,33.361802,24.625659,25.162968,19.713655,35.805499,17.577003,37.266832,18.570558
8,ser_TRINITY_DN3316_c0_g3,77.603298,54.9473205,25.964616,7.74629,16.56086,4.327943,0.696071,4.875253,3.477495,3.960443,3.590637,7.126007,12.038646,6.513549,5.293865
7,ser_TRINITY_DN3317_c0_g1,2.46719,2.434247,3.998607,9.005263,8.216693,1.384723,25.973095,22.534685,16.396992,24.646539,10.101678,19.94352,11.289106,15.847516,4.255534
8,ser_TRINITY_DN3317_c0_g3,20.744552,25.497077,18.556724,21.593567,27.772522,9.823959,2.490578,9.930639,8.639937,9.1217,9.546774,17.802924,16.542401,19.456494,10.780339
7,ser_TRINITY_DN33180_c0_g1,18.390445,17.522083000000002,5.046382,4.814216,4.641382,10.563802,1.652719,1.882074,4.136143,5.172801,2.964413,1.435162,12.530243,2.008212,2.479281
8,ser_TRINITY_DN33180_c0_g3,94.922107,38.3115415,59.850527,110.539861,68.855169,374.506876,99.323292,4.731162,96.118416,14.582783,27.963539,10.580297,60.09756,14.423143,26.055411
1,ser_TRINITY_DN33184_c0_g1,32.726402,35.065907499999994,19.193507,15.336916,17.667468,17.031978,0.276767,13.15096,11.318824,14.170262,13.771496,19.626792,20.408497,26.433362,17.482283
8,ser_TRINITY_DN332_c0_g1,38.074457,42.924249,40.183218,40.037386,46.02465,16.220068,15.235592,31.939876,35.339426,29.426278,36.43503,41.40865,55.901773,58.392156,54.721671
8,ser_TRINITY_DN332_c0_g2,46.984273,55.0021225,34.304141,27.100169,33.276223,22.235174,20.712953,46.425455,39.772315999999996,49.144229,47.535218,55.96333,67.773354,40.755123,37.905514
1,ser_TRINITY_DN33239_c0_g3,206.518243,150.683105,111.821908,170.351345,232.081592,559.806526,149.29775,200.778078,269.07455,164.460636,216.879826,160.473195,127.25372,178.294419,114.730945
1,ser_TRINITY_DN3324_c0_g1,7.307171,18.1592725,11.520897,5.257236,7.897536,5.150478,1.320051,6.622107,9.985614,5.643809,6.937659,8.815878,22.261075,8.455517,4.642077
1,ser_TRINITY_DN3324_c0_g2,8.180046,13.6024015,23.906538,14.368939,19.788205,11.382274,3.477903,6.108283,9.609082,6.590147,11.571498,9.225307,15.505696,6.920518,12.932148
1,ser_TRINITY_DN33250_c1_g1,23.343141,34.000111000000004,30.443014,22.781028,25.510274,14.788937,0.174717,5.315588,15.629541,8.254784,15.167049,4.36516,8.211271,6.925264,12.873972
5,ser_TRINITY_DN3328_c0_g2,0.178939,0.0175375,0,0,0,7.563677,764.075451,0,3.443314,0,0.022816,0,167.189817,0,0.360225
7,ser_TRINITY_DN3329_c0_g1,1.569167,2.0371975,5.724409,6.341322,4.293064,0.239802,0.037003,3.759624,3.552439,1.150636,2.135048,6.677229,1.206822,4.896711,7.860635
1,ser_TRINITY_DN333_c0_g1,17.909792,32.496323000000004,22.772167,26.412939,41.872429,6.668996,0.320463,17.714381,32.056113,17.964519,40.641269,14.505991,26.707062,31.554481,25.960314
7,ser_TRINITY_DN3330_c0_g1,0,0,0.10049,0.070072,0.299185,0,3.811692,0.134005,0,0,0,0.418744,38.95055,0.317789,0.10363
1,ser_TRINITY_DN3332_c0_g1,438.847843,418.648923,258.739479,361.436846,483.980959,248.974813,1.748208,2455.38176,935.617356,2087.428458,770.692141,1201.590159,182.963646,1321.471545,475.176595
