PS,GeneID,S1,S2,S3,S4,S4.5,S5,gamete_female,gamete_male,holdfast,reptip,stipe,vegtip
8,dis_TRINITY_DN28657_c0_g1,24.73431,26.732661,27.3546115,25.438711,16.2214455,18.665382,22.032888,3.993007,19.723939,21.51071,19.789541,15.570175
8,dis_TRINITY_DN28657_c0_g2,2.674707,3.453005,3.1483369999999997,1.566075,1.210632,0.210714,3.951528,0.726309,5.073398,6.407547,25.818711,4.492334
8,dis_TRINITY_DN28664_c0_g2,54.601146,39.160553,216.0365005,100.91665,86.385734,79.609818,12.878704,2.302991,59.594865,23.183042,20.625396,23.111386
8,dis_TRINITY_DN2867_c0_g1,7.74073,3.540484,4.036923,3.657505,0.5579704999999999,0,10.199372,7.700666,0.97212,7.582013,1.795499,2.374794
1,dis_TRINITY_DN287_c0_g1,23.565322,38.061452,33.396023,42.530101,23.030925,29.793084,3.017059,66.872039,1.369908,5.056874,0.428199,3.799706
5,dis_TRINITY_DN28707_c0_g1,15.963636,20.161619,32.6294795,42.116001,33.135066,21.139282,55.175372,12.960452,12.644479,24.601701,9.020904,8.34083
3,dis_TRINITY_DN28711_c0_g1,3.849253,30.821245,0.7923035,1.291951,0.6269825,0.496986,0.297667,0.818599,0.242493,1.727453,0.116477,0.651623
8,dis_TRINITY_DN28727_c0_g1,12.732209,15.161736,6.016434,3.607366,3.1488575,2.996249,2.32305,0.399725,5.41904,2.636418,1.519662,2.233724
1,dis_TRINITY_DN28727_c0_g2,7.959565,3.441967,2.245818,1.415225,1.0417115,1.889016,4.271723,0.687453,1.519884,2.10756,0.678855,1.183839
1,dis_TRINITY_DN2874_c0_g2,0,0,0.0701645,0.29636,0.2836675,0,0.064599,0,3.308934,11.486551,11.323543,3.905858
1,dis_TRINITY_DN28743_c0_g1,305.411827,281.392814,210.8268335,199.456279,192.906806,165.538243,338.222366,100.350325,243.448383,262.935369,153.663248,163.677592
7,dis_TRINITY_DN28749_c0_g1,175.663595,286.90629,114.6085705,170.515895,124.6926265,138.129246,90.812411,80.390323,12.047578,60.238347,21.037817,108.872884
7,dis_TRINITY_DN2876_c0_g1,8.754526,12.691472,4.8513705,2.905704,2.3667499999999997,2.004682,3.553245,0.498422,1.687051,2.890829,1.147662,0.894997
4,dis_TRINITY_DN28763_c0_g2,2283.496443,1964.739201,2695.3426845,2799.232936,3709.019505,2648.129233,1999.856598,3223.256283,1179.176015,2383.69537,1071.151827,2650.254281
8,dis_TRINITY_DN2879_c0_g1,23.37436,8.336325,28.0088075,17.898695,11.217115,20.986846,2.427856,0.615818,87.795629,37.401948,41.978877,32.109534
8,dis_TRINITY_DN288_c0_g1,6.995206,11.556174,12.1919735,9.165269,4.2931764999999995,8.896716,6.876427,16.001832,7.701344,8.460956,6.18956,4.09885
8,dis_TRINITY_DN2880_c0_g2,0,0,0.0365225,0,0,0,0.067417,39.290034,0,4.361363,0,0
1,dis_TRINITY_DN2883_c0_g1,38.434075,25.064858,27.8592815,25.732066,27.017568,26.072967,101.670752,34.259544,27.265537,28.134429,23.224647,24.159835
8,dis_TRINITY_DN2886_c0_g1,0.056706,0,0.0488165,0.653243,4.826069,26.322288,0,0.299389,3285.868759,10.471576,4351.696249,31.045122
1,dis_TRINITY_DN2887_c0_g1,25.160767,30.126834,121.654417,90.501098,39.029773000000006,63.065084,17.831074,3.347262,38.343599,23.588442,18.261883,20.623761
8,dis_TRINITY_DN2888_c0_g1,27.287593,22.124559,25.097339,20.923276,16.5426565,15.277663,12.360124,1.78451,15.983848,11.015047,11.648609,12.328395
8,dis_TRINITY_DN2888_c0_g2,16.773607,11.483571,20.703075,11.530158,5.2982575,8.832709,10.581642,1.90275,1.908889,9.226166,7.903268,8.74821
8,dis_TRINITY_DN2888_c0_g3,0.919514,0.270127,0.5963529999999999,2.097624,1.8817595,1.486581,24.953677,2.564138,1.234824,8.001338,3.578004,0.19187
8,dis_TRINITY_DN28914_c0_g1,2.268449,2.295052,3.2638015,2.987961,3.3673875,1.461522,2.121375,2.14805,3.226515,3.134141,2.810002,2.19811
8,dis_TRINITY_DN28914_c1_g1,2.599315,0,0.384544,0,0.2684925,0,73.257194,17.194598,0,11.517703,0,0
8,dis_TRINITY_DN2893_c0_g1,21.752294,37.730513,29.618579500000003,25.83672,24.564046,16.301601,9.347327,1.259301,33.811807,26.708548,12.882231,15.855748
6,dis_TRINITY_DN28966_c0_g1,3.690596,3.325859,3.278888,3.240546,3.6333855,3.115871,6.733092,0.905661,1.03327,5.294244,1.346194,1.632014
8,dis_TRINITY_DN28966_c0_g2,36.101368,24.320781,36.810139,43.31019,46.6377655,44.840021,127.687872,50.846531,53.083998,73.141463,84.724298,68.916138
8,dis_TRINITY_DN28981_c0_g1,21.403996,24.519002,39.908572,45.952062,39.1210295,41.452175,53.872134,90.180429,47.274924,51.551097,39.323317,35.146062
1,dis_TRINITY_DN28984_c0_g1,20.842728,15.436908,22.2016565,26.48965,21.6530985,21.232844,16.315925,23.77628,34.731748,20.578471,28.018057,19.500874
8,dis_TRINITY_DN2899_c0_g1,117.382017,114.522534,162.88353949999998,146.777081,86.7863395,148.274641,119.497483,84.578773,99.731359,107.278031,127.323485,75.32003
1,dis_TRINITY_DN2899_c0_g8,19.209749,27.680796,46.1676335,33.823726,30.62155,26.483514,22.560074,7.637851,30.51395,29.765963,23.154274,15.517588
7,dis_TRINITY_DN2899_c11_g1,82.972848,80.956678,20.183737,18.488739,16.2081245,13.595621,28.728727,4.423797,13.204505,19.170401,13.301252,7.687216
8,dis_TRINITY_DN29_c0_g1,934.519339,762.717021,942.153097,579.290992,600.3623895000001,623.340498,1050.825227,195.004135,585.307307,873.492648,662.359563,567.914006
8,dis_TRINITY_DN29013_c0_g1,68.464002,73.308777,67.132987,55.089841,38.218186,29.752222,41.514685,8.489213,44.27669,42.370238,32.831983,22.767405
8,dis_TRINITY_DN29033_c0_g2,4.209161,2.30705,0.495731,0.39918,0.215114,0.242169,10.588251,2.58082,0,1.911767,0.693715,0.796605
1,dis_TRINITY_DN29035_c0_g1,65.064627,36.211119,42.746425,40.428688,43.730587,32.766383,122.039058,20.345123,42.720479,69.358182,57.954471,36.688381
7,dis_TRINITY_DN2904_c0_g1,13.251317,4.45471,12.3550885,18.50508,14.571293,19.108567,1.994666,0,10.593366,10.753183,17.295965,14.995779
7,dis_TRINITY_DN29043_c0_g1,6.149925,9.804902,20.881991,11.292376,5.3720605,11.830931,4.181275,1.310461,8.811193,7.864708,12.174865,7.43414
1,dis_TRINITY_DN29059_c0_g1,75.545437,198.850365,67.260507,59.034346,54.869138500000005,64.8724,49.679301,9.4316,55.307797,48.536582,29.424467,27.010514
7,dis_TRINITY_DN2907_c0_g1,6.510594,6.718818,7.934562,5.971201,4.853232,6.199653,6.439113,0.784855,10.079192,12.100334,9.711302,6.5288
6,dis_TRINITY_DN2908_c0_g1,9.620531,17.525876,18.6138665,12.056331,5.411957,14.179081,9.076591,1.945355,10.054864,14.704329,10.998436,10.226255
8,dis_TRINITY_DN291_c0_g1,13.472164,10.574289,11.7541805,9.794861,7.901655,10.284989,12.508441,11.517428,11.914187,13.612844,9.486323,4.720367
8,dis_TRINITY_DN2911_c0_g1,2.103315,5.662059,8.020149499999999,8.194649,6.559855499999999,2.697793,6.123637,1.470832,3.699556,8.834451,3.504968,12.530792
1,dis_TRINITY_DN29114_c0_g1,0.567005,0.754395,0.0269445,0.027482,0.0375935,0,0.180348,19.886884,0.039343,4.119717,0.076281,0.035305
8,dis_TRINITY_DN2914_c0_g1,9.227633,15.915354,18.707853,23.153217,20.767588,17.080942,5.971541,1.306656,13.673652,9.049606,20.994331,13.170903
3,dis_TRINITY_DN29149_c0_g3,23.601278,39.669278,31.5658335,19.129658,10.9150205,14.192655,13.153342,1.905573,3.122031,7.439831,2.711599,7.258558
8,dis_TRINITY_DN29164_c0_g2,18.466884,17.201976,21.9269045,19.869203,10.116172,16.906731,47.979306,20.040804,13.005599,18.882438,9.198145,10.212826
6,dis_TRINITY_DN2917_c0_g1,5.077068,8.065758,50.948822,53.201126,23.887108,19.4796,22.23757,2.065611,48.346238,93.589646,51.65623,55.48149
1,dis_TRINITY_DN2918_c0_g1,0.57764,0,3.217281,4.33157,2.5708875,513.418642,0.71832,0,474.903297,266.992255,1851.865754,2652.833309
1,dis_TRINITY_DN29184_c0_g1,69.371307,84.708385,63.976252,89.224418,93.5124035,62.995697,42.418993,89.383418,89.425697,86.012346,103.983174,87.68493
8,dis_TRINITY_DN292_c0_g1,46.27916,30.781468,45.9392495,29.024294,14.1137725,24.273998,104.623321,13.600556,21.478542,32.840209,15.446282,17.28248
8,dis_TRINITY_DN29205_c0_g1,46.988104,32.352574,41.0040525,28.579602,19.743114499999997,18.002798,31.312971,11.599206,28.005189,27.626025,28.162417,19.644641
7,dis_TRINITY_DN2921_c0_g1,4.573221,5.880602,4.5992440000000006,3.012806,2.26805,4.227861,3.650959,0.716943,2.500656,2.990487,2.849962,2.146278
1,dis_TRINITY_DN2923_c0_g1,0.206039,0,0.1109145,0.861004,2.694938,1.069895,0,0.141008,26.993533,54.520483,50.522083,30.429168
8,dis_TRINITY_DN29250_c0_g1,12.673262,12.249607,19.27041,15.017902,11.4675365,14.860011,8.807533,2.482709,31.987755,24.411203,28.192616,14.664831
1,dis_TRINITY_DN29267_c0_g1,363.564868,216.836356,247.308078,153.016285,169.752496,135.845743,636.777347,143.705607,222.47126600000001,290.393187,110.796101,113.270301
8,dis_TRINITY_DN2927_c0_g2,0.968963,3.694357,6.7702215,9.83511,10.1355405,11.763414,4.607468,0,8.463341,11.593532,14.317869,6.028375
8,dis_TRINITY_DN29273_c0_g1,8.602992,7.021109,11.2432595,12.028437,17.0662005,10.827711,5.937575,3.045822,11.132239,16.772974,23.2894,26.366744
7,dis_TRINITY_DN29273_c0_g3,79.636616,104.059888,64.774794,55.465847,79.9737355,71.052713,54.963803,32.728409,66.706627,62.816582,47.875544,71.692885
8,dis_TRINITY_DN2929_c0_g1,29.591778,30.587014,15.7154205,16.670792,17.4163865,13.655455,16.664538,4.317625,15.791063,21.351331,13.060312,13.193485
7,dis_TRINITY_DN29302_c0_g1,14.804719,18.886499,16.4179815,14.513372,9.2217335,13.092587,8.03969,1.787459,14.996857,13.003495,13.097594,11.884214
1,dis_TRINITY_DN29305_c0_g1,29.959422,23.725496,25.550042,15.129193,16.762475000000002,13.888908,9.257759,2.486325,28.372801,16.740263,13.517297,12.860307
8,dis_TRINITY_DN29313_c0_g1,2.501927,3.068592,3.8718615,3.868801,3.658624,3.358964,2.486292,2.228797,1.987309,3.757353,2.133173,1.841974
5,dis_TRINITY_DN29313_c0_g2,9.566952,21.735391,24.212128999999997,10.845875,5.9379005,16.877472,18.946598,4.094735,10.276289,13.250445,8.743483,11.549348
8,dis_TRINITY_DN29313_c0_g3,36.974312,50.623718,32.323066,46.397081,44.4228025,41.034811,19.809775,5.0486510000000004,19.291996,27.097325,20.614048,29.791923
8,dis_TRINITY_DN29313_c0_g4,1.290297,0.272966,0.065583,0,0,0,9.896748,160.598116,0,14.514059,0,0
8,dis_TRINITY_DN29325_c0_g1,37.340026,58.893618,65.04215500000001,44.372403,30.022796999999997,30.328082,23.399535,4.49917,64.750026,35.592183,40.85373,25.302526
7,dis_TRINITY_DN29325_c0_g2,63.326203,101.753199,91.890931,69.957803,31.419357,49.365566,38.763514,8.039912,80.828921,63.015344,47.187463,45.401084
8,dis_TRINITY_DN29325_c0_g3,19.048109,39.050542,30.7813575,60.967389,82.11707050000001,24.814736,15.039293,6.75417,7.102603,16.309741,6.794338,11.738083
8,dis_TRINITY_DN29331_c0_g1,0.987188,5.239738,2.0468599999999997,0.835664,0.7758545,1.848484,3.911977,4.84283,0,1.730637,2.920876,1.181857
1,dis_TRINITY_DN2934_c0_g1,29.389924,37.927897,24.6525085,21.682052,22.967425,18.37904,13.683889,739.476387,31.367282,49.877635,27.392039,24.557217
8,dis_TRINITY_DN29347_c0_g1,23.44825,30.836011,33.7312535,60.439213,53.803884499999995,78.587544,12.269849,30.195166,100.429746,109.677303,74.999044,74.445789
7,dis_TRINITY_DN29377_c0_g1,4.689937,4.752416,4.211422,3.248466,2.522631,3.321167,3.463888,1.599235,3.040627,3.564116,2.816289,1.78623
1,dis_TRINITY_DN2938_c0_g1,4.101972,6.854206,9.3515,11.160636,8.906918000000001,8.190281,1.960261,1.143196,4.576728,6.3584,4.890006,6.927963
1,dis_TRINITY_DN29389_c0_g2,0.239594,2.357437,8.3290085,4.912811,1.602783,3.062024,0,0,1.488413,0.62037,6.53295,9.653448
1,dis_TRINITY_DN29399_c0_g1,30.794383,67.304628,36.4918175,37.750212,30.6024235,26.817968,87.784088,18.258234,15.862057,28.987206,23.477888,23.733587
8,dis_TRINITY_DN2940_c0_g2,0.304811,0.368551,0.575042,1.286999,0.894076,0.320213,4.618306,2.386227,19.510615,6.962797,7.118874,13.963597
1,dis_TRINITY_DN29404_c0_g2,7.952165,8.925503,8.291182500000001,7.509211,3.674417,6.517507,3.171875,0.37957,4.364889,5.341236,6.056462,4.108003
1,dis_TRINITY_DN29412_c0_g1,28.542259,10.411935,16.845839,14.215214,9.973164,27.024224,35.623367,3.938351,32.543823,19.34599,16.7089,14.606249
8,dis_TRINITY_DN2942_c0_g1,123.073461,63.469581,16.828352000000002,20.246522,15.939608,42.407992,782.989452,67.591222,263.224736,223.73318,151.442394,22.108855
8,dis_TRINITY_DN2943_c0_g1,118.853548,65.826754,34.8416285,59.547034,35.8136085,26.160089,11.093413,2.884064,12.480281,9.414069,13.249886,16.736792
1,dis_TRINITY_DN2944_c0_g2,26.318751,13.857891,25.6006695,37.210306,35.48151,22.433651,29.986611,5.046838,7.251874,30.291304,25.096428,78.546997
8,dis_TRINITY_DN29447_c0_g1,4.648257,5.457251,3.1301490000000003,3.600179,1.4585735,6.759055,0,0,3.882369,4.292307,3.994153,6.45073
6,dis_TRINITY_DN29449_c0_g1,0,0,0.239471,0,0,0,0.579882,290.736889,0,13.037914,0,0
7,dis_TRINITY_DN2947_c1_g2,4.901588,23.961139,30.125166,160.237945,155.9812135,113.126372,0.481052,2.030845,259.905999,11.147773,32.429351,41.724825
8,dis_TRINITY_DN2948_c0_g1,37.901271,31.940948,36.591654,31.262689,18.572726000000003,29.328956,90.454951,259.459841,36.147214,41.771223,27.865403,19.147814
8,dis_TRINITY_DN29489_c0_g1,0,0,0.28467,0,0.5857475,0,0,0,0.438881,23.272932,0.855683,1.830524
8,dis_TRINITY_DN295_c1_g4,3.38103,1.082028,0.508497,2.608734,2.9399805,9.010602,10.072386,1.763353,0.600959,3.252902,0.480095,2.708472
8,dis_TRINITY_DN2950_c0_g1,22.049757,32.782171,38.8225685,28.03136,18.2872635,21.69136,41.435111,45.826879,33.813315,28.295194,28.105807,42.04163
1,dis_TRINITY_DN2950_c0_g2,12.325026,16.216571,12.809188,9.605577,8.5869705,8.844472,5.972787,0.988827,6.756939,5.298507,5.589719,4.293828
1,dis_TRINITY_DN2951_c0_g1,1530.56725,1085.406471,1184.0340594999998,1062.549548,986.676484,925.131814,1420.604842,412.483409,1169.282059,1246.774322,1258.231167,1267.750727
8,dis_TRINITY_DN29512_c0_g1,13.15387,15.282959,28.669985,34.82487,32.4538735,22.098392,31.066516,67.515149,48.815151,62.255782,37.096701,30.44196
8,dis_TRINITY_DN2953_c1_g1,0.020022,0,0.0300695,0,0,0,0,39.709424,0,3.19509,0,0
8,dis_TRINITY_DN2953_c1_g2,0.271396,0,0,0,0,0,0,58.537886,0,5.318608,0,0
8,dis_TRINITY_DN29542_c0_g1,72.276421,93.174248,72.1930075,71.792547,30.6162945,57.29079,272.024442,20.05615,71.14869,119.953219,110.43342,54.147097
8,dis_TRINITY_DN29556_c0_g1,7.59341,14.579718,17.7450295,14.405852,13.9289325,19.220577,16.883767,203.060395,38.609521,43.836378,23.692795,28.781239
8,dis_TRINITY_DN29560_c0_g2,85.51532,66.446102,78.616084,83.144903,106.287278,80.780056,99.960594,35.533946,56.501087,73.665054,69.941909,89.608305
8,dis_TRINITY_DN29573_c0_g1,11.615727,1.372008,1.4462350000000002,0.934901,1.1684135,3.20958,15.233152,2.241801,2.471035,2.639634,0.843554,0.194431
8,dis_TRINITY_DN29578_c0_g1,64.308497,65.638147,85.94362699999999,62.812595,36.029448,38.531578,21.149608,4.388281,44.972359,21.507068,30.355995,27.978059
1,dis_TRINITY_DN29578_c0_g2,93.388937,91.738214,140.311029,173.465172,165.5397135,97.830682,107.411375,136.709111,40.425958,51.164724,45.300417,48.746418
8,dis_TRINITY_DN29586_c0_g1,88.73248,55.15361,51.7523285,46.045457,34.1496645,45.610201000000004,13.217029,6.732857,48.828589,32.22468,44.962653,22.329059
8,dis_TRINITY_DN29599_c0_g1,7.447976,13.370302,9.2282935,7.025038,3.037114,5.931261,4.47981,2.149659,6.112013,6.159668,4.780667,3.532921
1,dis_TRINITY_DN296_c0_g1,74.843849,118.473571,70.8458715,98.274769,111.0811365,74.501625,37.784258,109.230015,101.970508,73.641755,70.074821,63.621113
1,dis_TRINITY_DN296_c0_g2,1523.387741,1256.29311,1338.1901675,1622.186604,1917.8866435,1159.263717,1370.502577,887.174723,881.073765,2062.37134,778.142223,2244.435006
8,dis_TRINITY_DN2960_c0_g1,34.147115,29.369785,100.301221,144.054742,96.8070345,87.825684999999993,20.244871,3.787594,28.993939,27.988913,26.281217,28.403993
8,dis_TRINITY_DN29600_c0_g1,31.389557,28.740848,71.21184099999999,83.14618,74.858337,84.921943,83.858625,10.911697,70.344073,73.66594,65.560168,53.514291
6,dis_TRINITY_DN29608_c0_g2,39.706433,49.741642,34.9417305,31.968186,32.978966,16.604045,127.757781,29.269042,16.614027,34.586821,11.176223,18.500104
8,dis_TRINITY_DN29614_c0_g1,68.642732,107.160472,96.5676305,106.092597,140.25494650000002,124.395355,46.327847,220.97819,131.377117,151.925865,157.273104,180.97337
1,dis_TRINITY_DN29616_c0_g1,2.053829,1.830121,4.6354915,2.781934,0.9847005,3.040267,0.614709,0.156127,3.587589,2.608287,3.991886,2.181762
8,dis_TRINITY_DN2962_c0_g1,4.567205,6.139651,16.2295085,10.132649,3.9130045,13.714035,13.465319,2.61743,5.468477,4.273982,7.005744,5.29807
8,dis_TRINITY_DN29625_c0_g1,223.334353,490.49713,432.570715,430.543556,416.5886315,242.695964,188.944637,63.953038,133.740092,186.418741,134.86878,292.734032
8,dis_TRINITY_DN29627_c0_g1,7.364407,7.245777,4.2112085,4.087966,3.48381,3.403645,6.41353,1.370564,2.032489,3.484921,2.884518,1.894651
1,dis_TRINITY_DN29627_c0_g2,29.704908,20.920195,25.333506,19.116473,13.3606615,11.899499,91.265001,12.633042,9.187138,26.032424,11.852632,7.868386
8,dis_TRINITY_DN2963_c0_g1,8.078325,8.450366,7.642872,7.137116,6.6745575,5.65335,6.627755,0.967587,6.766955,8.330892,5.057302,3.510789
7,dis_TRINITY_DN29633_c0_g1,4.308683,5.249062,0.4311080000000001,0.998293,0.658712,1.447739,8.025245,0.621411,0.275547,1.463193,0.264844,0.135212
7,dis_TRINITY_DN29648_c0_g3,69.165426,13.925598,11.664786,22.684775,33.4136465,27.532626,78.380917,28.981026,42.227802,37.727871,40.424937,22.361096
7,dis_TRINITY_DN29649_c0_g1,0.660226,6.31078,7.362899,13.134103,6.097488,5.527567,0.104409,0.056724,4.050678,5.897247,6.035819,5.900051
8,dis_TRINITY_DN29651_c0_g1,0.133749,0.210142,0.24419,0.261667,0.1399715,0.17887,0.718106,68.556041,0,3.717951,0.060703,0.050298
8,dis_TRINITY_DN29666_c0_g1,8.76397,10.557427,17.04446,16.620065,6.6950140000000005,13.069495,4.198492,39.738603,10.675923,10.533854,10.731854,5.969718
7,dis_TRINITY_DN29674_c0_g1,49.597609,83.612559,68.3156605,117.662988,84.657584,58.204438,45.894364,17.204436,29.22894,40.877124,21.778675,29.567503
2,dis_TRINITY_DN2968_c0_g2,53.90427,47.143202,88.084428,60.636309,43.3942375,56.47274,60.391495,9.091459,112.239481,86.714684,74.100535,44.980354
8,dis_TRINITY_DN29680_c0_g1,14.718818,19.391091,5.7852049999999995,4.229018,3.3170195,4.330196,3.402302,5.19036,4.793355,5.537963,5.364325,2.924919
7,dis_TRINITY_DN29688_c0_g1,325.376012,216.406124,142.029236,278.382282,251.5320995,110.576167,803.360391,224.165501,174.473566,226.514832,96.333413,94.147279
8,dis_TRINITY_DN29696_c0_g1,27.140489,12.716293,11.207055,12.827611,12.1604,10.892941,24.36371,3.498239,20.066902,19.741061,12.727907,10.493189
8,dis_TRINITY_DN29697_c0_g1,31.41241,26.049275,4.792294,6.834669,3.632273,28.490308,8.168471,2.265985,6.499568,10.145869,3.423517,6.111132
8,dis_TRINITY_DN297_c0_g1,1.541083,3.678246,6.620995000000001,5.600068,1.745549,79.46759,0,0,2.178985,2.527026,0.762048,7.732373
8,dis_TRINITY_DN29706_c0_g1,23.264667,18.503872,17.6195965,17.84105,11.9031575,20.88933,75.817695,18.32916,20.118439,43.86633,20.708297,16.70022
7,dis_TRINITY_DN2971_c0_g1,48.62133,54.727887,42.482890999999995,43.47534,38.5791735,51.814502,53.479557,10.834961,40.839681,45.832416,27.567877,23.44354
1,dis_TRINITY_DN2972_c0_g2,9.268789,32.834563,22.5763405,25.2415,17.3021575,18.824636,6.799843,4.73081,22.382554,30.721451,24.893878,23.814557
2,dis_TRINITY_DN2972_c0_g4,23.225295,3.035627,9.9360325,14.882911,10.8109635,16.88543,107.552979,16.108344,46.570157,23.653577,80.240168,11.216455
2,dis_TRINITY_DN29723_c0_g1,30.042433,47.631822,100.285903,151.309296,141.9875215,127.278706,80.100832,150.746207,59.120046,96.526042,69.875089,99.436215
8,dis_TRINITY_DN29734_c0_g1,20.242799,18.040509,26.812249,26.760327,17.18627,25.067583,45.071803,32.801036,29.284368,40.668457,16.563506,34.615456
1,dis_TRINITY_DN29737_c0_g2,41.057282,93.545805,46.6157955,56.487986,52.345924499999995,24.14528,33.129913,13.842654,14.152697999999999,21.661071,14.095678,29.166794
8,dis_TRINITY_DN29764_c0_g1,16.616608,23.57975,10.1252285,7.494815,5.724747,5.614711,4.126432,1.930887,4.08785,5.422835,4.116667,3.111452
8,dis_TRINITY_DN29780_c0_g1,10.383658,11.694135,21.539442,18.14702,11.3355795,9.769298,7.566671,93.033027,13.721449,14.753681,10.984185,11.41998
8,dis_TRINITY_DN29783_c0_g1,15.309047,14.524655,9.300445,9.264017,8.3185695,7.21146,8.432546,8.953539,11.926305,12.122196,8.322078,6.086836
1,dis_TRINITY_DN29793_c0_g2,0.074377,0.090007,0.017716,0,0,0,0,21.042876,0,7.439864,0,0
8,dis_TRINITY_DN298_c0_g1,36.786932,35.585726,55.021544,78.716448,67.216542,50.679321,34.408541,25.102034,41.495112,41.874073,23.857974,26.050982
8,dis_TRINITY_DN2980_c3_g1,0.049423,0,0,0,0,0.114085,0.104985,11.626472,0,11.509477,0.066942,0
8,dis_TRINITY_DN29807_c0_g3,14.533399,18.70211,5.3991205,4.22511,3.109214,5.439139,2.601491,0.411894,8.405121,4.87926,5.652908,3.744354
1,dis_TRINITY_DN2981_c0_g1,14.048278,24.22612,21.777171,30.132164,23.7878345,23.889539,12.173027,3.227245,11.375467,14.006965,11.755742,17.503116
7,dis_TRINITY_DN29816_c0_g1,3.945452,2.45479,2.33132,2.48791,1.8790455,2.910649,9.376447,1.377583,3.126894,3.734953,3.327177,1.108185
1,dis_TRINITY_DN2982_c0_g1,86.691305,43.510457,77.429264,62.162319,33.429098499999995,43.253216,29.259289,15.371596,51.92159,103.997732,49.257089,44.907043
8,dis_TRINITY_DN2982_c0_g2,0.474154,0.29176,0.068384,0,0,0,0.443547,31.788495,0,6.821665,0,0
1,dis_TRINITY_DN2982_c0_g3,89.252366,96.271213,187.3624365,69.460357,52.535390500000005,55.108021,102.12285,10.200953,139.074048,50.778418,42.607417,16.155682
7,dis_TRINITY_DN2982_c0_g4,3.139253,18.79153,179.4362835,92.170555,23.31918,702.388792,9.540391,1.920168,77.544124,72.383308,79.711029,96.708897
8,dis_TRINITY_DN29821_c0_g2,30.601847,22.673118,63.783142999999995,33.125296,19.56944,19.690498,17.021673,418.265695,18.494931,26.099828,9.885103,4.77987
7,dis_TRINITY_DN29835_c0_g1,25.308817,17.101546,9.474558,7.974544,6.588043,8.939345,6.326448,0.756685,8.605712,13.843636,6.302959,11.460544
7,dis_TRINITY_DN2984_c0_g1,2.755958,2.921476,3.877379,4.000059,3.5263074999999997,7.133589,2.398187,1.410683,6.546271,9.135646,6.293816,5.519151
8,dis_TRINITY_DN2984_c4_g1,18.715128,14.510203,14.101156,13.474676,6.2626225,8.53317,69.348353,23.14665,9.535658,22.820271,9.874894,7.235223
1,dis_TRINITY_DN29841_c1_g1,33.125805,26.286801,22.308828499999997,17.033924,17.764317000000002,33.563352,106.794539,16.418973,13.542144,32.105798,7.295067,6.635369
8,dis_TRINITY_DN29842_c0_g1,38.641311,42.593627,32.016336499999994,25.84459,23.6522905,14.172355,32.412627,8.85966,30.374108,25.558403,22.389718,12.468313
1,dis_TRINITY_DN29876_c0_g2,55.110052,181.040088,33.7531785,42.075941,46.787622,45.514343,19.9502,6.322109,48.848406,34.444277,36.066218,35.634168
1,dis_TRINITY_DN29884_c0_g1,182.209056,240.314018,86.130911,54.381091,46.539557,56.102266,109.212543,26.40504,72.753038,61.303278,51.897295,45.72468
6,dis_TRINITY_DN2989_c0_g1,43.111181,80.415977,63.9534715,130.589688,125.56322,89.160708,76.244554,28.926884,34.300345,63.580874,57.369251,121.688948
1,dis_TRINITY_DN29897_c0_g1,33.54042,35.777523,29.4485705,28.47127,28.4232755,26.649766,19.843336,26.90242,33.601541,33.194713,36.531895,19.069581
8,dis_TRINITY_DN299_c0_g1,5.68849,6.445564,6.007731,5.993716,5.819577000000001,4.246576,9.581583,1.956573,5.269022,5.390701,2.973162,3.155239
8,dis_TRINITY_DN29914_c0_g1,4.656242,3.625783,5.811331,4.387136,4.9129185,4.584435,31.568439,7.546491,5.967737,13.520464,5.96829,5.817428
1,dis_TRINITY_DN2992_c0_g1,6.034111,16.699471,21.134809,23.460969,19.9719285,16.113546,4.439465,2.613707,13.153263,37.75831,21.113543,28.17425
8,dis_TRINITY_DN29921_c0_g1,13.116598,8.921616,10.9414365,11.945554,8.74061,12.160337,11.889544,3.444571,11.431074,10.218429,8.412611,7.829958
7,dis_TRINITY_DN2993_c1_g2,28.598126,33.391072,42.066261,51.005852,47.152392,41.400894,59.443433,17.048573,36.933891,65.522957,32.848018,67.075562
1,dis_TRINITY_DN2993_c1_g3,150.142964,171.959527,155.516155,162.093955,134.4099005,127.749146,75.415194,32.571837,163.128671,125.436231,151.894438,99.713236
8,dis_TRINITY_DN29932_c0_g1,54.399882,66.96134,455.976358,308.518965,185.6781795,196.430314,47.965761,16.010935,133.698951,96.453797,234.521933,227.976481
1,dis_TRINITY_DN2994_c0_g1,215.524588,145.304953,85.7112085,158.472846,126.7717165,36.990899,164.712991,190.305964,94.883358,89.99155,78.944384,46.285026
1,dis_TRINITY_DN29955_c0_g1,5.274902,9.133864,9.2021035,11.898934,9.268727,9.986188,7.68972,2.891976,6.238513,9.649911,5.665426,13.43711
8,dis_TRINITY_DN2996_c0_g1,40.598185,31.148657,23.212207,20.362877,19.022354,21.185579,6.781718,1.07884,25.867187,14.521576,20.206899,11.029446
7,dis_TRINITY_DN2997_c0_g1,10.124331,8.5640250000000009,14.721031,7.1835,5.83243,8.53185,10.681327,6.072025,6.020058,6.502387,6.164775,2.853775
8,dis_TRINITY_DN2998_c0_g1,5.891482,11.633362,7.4418925,8.93395,6.250084,7.176566,5.060175,1.909589,7.492665,7.657382,5.569799,6.109411
